index,transcriber_tag,expert_tag_1,score_1,expert_tag_2,score_2,expert_tag_3,score_3
2786,priorities,mission,0.8756206105461734,adjustment,0.8643409462807851,orientation,0.851773317551068
3186,separation,separationcenters,0.8755401140296541,surrender,0.8557809756832614,timeoff,0.8481401088345272
3004,relief,benefits,0.8754409922067625,efficiency,0.8368052001916949,morale,0.819124341135605
252,armyregulations,armyscorecardplan,0.8752369896966028,armyinsurance,0.869975663501453,armytalks,0.853013772327842
1161,exaustion,usos,0.8751635607233135,evaluation,0.8639871737418707,malary,0.8614192266583074
3193,serve,evaluation,0.8751608633777126,mission,0.8701073980947395,courses,0.8657349238499756
260,armytime,armyliving,0.8750632624744256,armytalks,0.8374203344918457,infantry,0.8140044810351166
3445,supervision,discipline,0.8750350328832035,duty,0.8628193296035422,evaluation,0.8358971168174875
1175,expression,attitudes,0.8749626544186906,evaluation,0.8684011519897933,orientation,0.8567175921678456
598,cheated,vindictiveness,0.874859139456548,censorship,0.8390544046104532,anxieties,0.8225122354239732
1752,intelligent,efficiency,0.8748443483815429,benefits,0.810779349457987,prideinoutfit,0.7691942874565925
2218,movie,films,0.874714057527595,promotions,0.6139739384490622,aficourses,0.6108824619281126
3182,sentback,returnees,0.8746540401273536,conversion,0.820490118972616,discharge,0.8173638810897007
929,difficulties,anxieties,0.8746206266190276,aggression,0.7968168081442231,attitudes,0.786590472472211
298,attitudeissues,attitudes,0.8744692926291293,anxieties,0.8299648994542411,opinions,0.8141903869972489
1712,inefficiency,vindictiveness,0.874467029771048,anxieties,0.8254947435893176,enemyvindictiveness,0.7901139492959939
505,brutality,aggression,0.8744092510975123,censorship,0.8164343309739954,vindictiveness,0.8122476452598524
774,condtions,malary,0.8742689627848548,wac,0.8452761958889008,discharge,0.8411070111011097
2584,pass,discharge,0.874234309334536,wac,0.8669892793190508,name,0.8431845002377301
781,conflict,aggression,0.8741430776145975,censorship,0.7888406238611436,combatstress,0.7885191699572677
2260,needs,duty,0.873956812157175,mission,0.8646817927743532,adjustment,0.8242493595130459
211,armycareer,armyliving,0.8738890012963183,armyinsurance,0.8337002894300872,armfilms,0.8324375391349721
2523,optout,timeoff,0.8737337484541196,surrender,0.8411780912829538,demobilization,0.7643717463925002
1091,ends,timeoff,0.8736885665422702,surrender,0.8118987050699144,noncoms,0.7682008410820204
2897,racil,malary,0.8735763406794429,wac,0.8240756760865795,name,0.8178314486394039
3807,warjob,warbonds,0.8732208210622489,warindustries,0.8653191304959574,warnews,0.8571553344054904
3046,restrictions,censorship,0.8730932996431454,segregation,0.8380578403796446,anxieties,0.8200896629359514
46,ability,facilities,0.8730020524409174,mission,0.8543356096286333,orientation,0.8357425822964853
2856,qualification,courses,0.873001641602009,evaluation,0.8726446213840532,mission,0.8670171408187631
2517,oppression,censorship,0.8727855176541087,segregation,0.8421279815613497,aggression,0.7895290825472318
3751,veteranaffiars,veterans,0.872713649063154,conscription,0.7023048313748339,armyinsurance,0.6918048865990436
578,centralpacific,swpacific,0.8726529562693397,pacifictoughness,0.7233078370070329,honolulu,0.6676122340470683
2951,realistic,efficiency,0.8726446437079032,benefits,0.8472388370461579,entertainment,0.7942227311901121
1145,established,mission,0.8726324807467346,usos,0.8495829280057459,orientation,0.8372851745471344
3587,transparency,efficiency,0.8725308603285234,benefits,0.7648876394173534,morale,0.7599696743806107
1202,falseimportance,vindictiveness,0.8724313753900746,anxieties,0.8400247485464699,enemyvindictiveness,0.8213055453284791
258,armysurveys,armyscorecardplan,0.8723328726371249,armytalks,0.8717924465055511,armyinsurance,0.8373661770744013
1180,eyes,name,0.8723009379705181,wac,0.859917045337286,courses,0.8473885616811029
98,agitation,aggression,0.8722968657065461,anxieties,0.8043621695388646,combatstress,0.7758084212638232
2481,older,age,0.8722742925242551,civilianskills,0.6723645580761842,limitedassignments,0.6583803686479283
2810,production,company,0.8722612312422713,publications,0.8686816936042445,evaluation,0.8651976314899478
2891,racial-prejudice,racial,0.872245798320955,segregation,0.8219387773835847,minorities,0.7512901550934251
1687,incompetentleadership,vindictiveness,0.8722283022758177,enemyvindictiveness,0.8553197441064511,censorship,0.7572136092693106
1131,equallity,efficiency,0.8722268309970677,benefits,0.8349721058833477,morale,0.7911696300998682
864,decided,name,0.8722105803515063,courses,0.8681766320328886,mission,0.8598666040018327
288,atc,wac,0.8720764228706712,usos,0.8688930226120304,name,0.8446075596721314
2667,pleased,benefits,0.8719091060122585,efficiency,0.8699282256361872,morale,0.8198356426057004
798,contribute,mission,0.8718288380147224,facilities,0.8501932149024917,orientation,0.8491590914722803
3562,tours,shows,0.8717504061673556,promotions,0.812610793471092,publications,0.7740624008957859
54,accomplishment,efficiency,0.8716653904703514,morale,0.837490577140986,benefits,0.827515747002816
3140,saymore,wac,0.8716345635008839,name,0.8672922215769563,malary,0.8519260585299866
1666,ignored,noncoms,0.8716226689586203,limitedassignments,0.7423006835428465,censorship,0.7401730831922944
2526,organization,leadershi,0.8714995768782531,facilities,0.8637324985352158,information,0.8527930964063084
1547,harassment,censorship,0.8714613090372025,aggression,0.8590090668336459,anxieties,0.8079799482007324
986,distress,anxieties,0.8714558793803096,vindictiveness,0.8169310868019687,censorship,0.8083505762704398
1108,enlist,enlisted,0.871424054237441,conscription,0.8519512286007338,inducationm,0.8367216484268166
3208,settleddown,rest,0.8713949528594123,surrender,0.7983701598540082,leisuretime,0.749689692003358
523,businessopportunity,business,0.8713901279763302,businessownership,0.8015455953452195,jobsatisfaction,0.674834282951468
2524,order,name,0.8712696369737215,evaluation,0.8633649092537111,adjustment,0.8618028055587935
1653,hypocrisy,censorship,0.8711839044989478,vindictiveness,0.8709979768040537,enemyvindictiveness,0.844639168012937
3644,understanding,efficiency,0.8711618877203233,morale,0.8167890899045914,benefits,0.813910331186953
2709,positiveviews,benefits,0.8711282827599046,efficiency,0.8543708481370959,morale,0.8161633935219241
268,arrangements,adjustment,0.8710226076328789,facilities,0.8511127423598822,orientation,0.8340994618247765
3696,unlawful,vindictiveness,0.8710121055443792,censorship,0.8458493785896719,enemyvindictiveness,0.8215090665134136
915,detail,facilities,0.870965210571837,information,0.8432099449874368,discipline,0.8355346155550429
2546,overhaul,adjustment,0.8708935332709457,reassignment,0.8458703229605086,retraining,0.840928613681429
963,disgrace,vindictiveness,0.8708308479275642,censorship,0.8644598568333836,anxieties,0.8220061931466133
1659,identity,mission,0.870818115118758,orientation,0.8463138999350418,duty,0.8370105398465404
1300,flaws,vindictiveness,0.870772755339434,censorship,0.8454519019519044,anxieties,0.8162019839133036
3764,violations,censorship,0.8707093716793013,anxieties,0.8550478865568738,vindictiveness,0.8539119817857971
1079,eligibility,mission,0.8705084821993373,evaluation,0.8636961067040557,pointsystem,0.8419415053526068
51,abused,censorship,0.8703417319509267,vindictiveness,0.8315517223503367,anxieties,0.80915432147548
1086,emphasis_supplied,evaluation,0.8702913379050212,mission,0.8624780958287617,orientation,0.8610662301216264
987,distrust,censorship,0.870250295061886,vindictiveness,0.8586222885320175,anxieties,0.824595409230931
3641,underappreciated,vindictiveness,0.8701546249435851,anxieties,0.851486278525992,enemyvindictiveness,0.8168642596711234
1543,happiness,benefits,0.870095693835333,efficiency,0.8497785528596244,entertainment,0.8238688852369189
1868,language,attitudes,0.8699755580938554,clothing,0.8419187780383998,facilities,0.8142407961533334
2519,optimism,efficiency,0.86982295330331,benefits,0.8609506035759631,morale,0.8364995759542541
85,after,name,0.8696958772331373,wac,0.850401143370384,courses,0.8400894388421496
616,choices,opinions,0.8696791061076975,attitudes,0.8550274189741972,adjustment,0.827336927887657
41,aaf,wac,0.8696722993946109,usos,0.8662738698478375,name,0.8442057409459635
3372,statement,evaluation,0.8696165391732511,courses,0.8686786455298902,mission,0.8625297950635326
246,armypost,armyliving,0.8696011132538184,armyinsurance,0.8519575715902493,armytalks,0.8507407062984206
866,decision,adjustment,0.8695313529315777,evaluation,0.8599109452999009,orientation,0.8528263917154407
3629,unable,noncoms,0.8695179572732074,limitedassignments,0.74614696765094,censorship,0.7246747939928173
251,armyprocedure,armytalks,0.8695152620974327,armyscorecardplan,0.8337897454927414,armyliving,0.8304455668041314
661,clarification,evaluation,0.869456454273971,adjustment,0.8632563952555208,prophylaxis,0.8360482229109044
3028,requests,evaluation,0.8693763234208906,information,0.8562355515582788,publications,0.8443607422067128
2366,nopasses,noncoms,0.8693402900319392,limitedassignments,0.6875341942820566,censorship,0.674915566327057
1582,helpful,efficiency,0.869314115814145,benefits,0.8663729817515644,morale,0.7987880730481695
3818,warthoughts,warnews,0.8692893619058657,warbonds,0.8310773300826555,warindustries,0.8207557058673531
3725,useful,benefits,0.8692674495905783,efficiency,0.8574497687852616,morale,0.7930705755077477
2687,politics,politicalviews,0.8692082829907914,foreignpolicy,0.7164299988357423,government,0.7106342097368084
737,commissioned,mission,0.8691842277469318,usos,0.8580050472405633,courses,0.8544225709162199
310,average,brief,0.8691268012727028,limitedassignments,0.7909829439268117,civilianskills,0.7578376688941234
799,contribution,mission,0.8691214003523684,evaluation,0.8517443030658697,publications,0.8481935488698571
783,confusing,anxieties,0.8691196901155865,vindictiveness,0.849999426988447,censorship,0.8139991653917524
560,careerplans,careers,0.8689775381693594,jobpreference,0.7314669238001221,opinionoftomorrow,0.7081297950648893
1471,goodjobs,jobsatisfaction,0.8688751591232561,efficiency,0.8360027000173581,benefits,0.8018478013461419
2111,methods,evaluation,0.868774754398191,attitudes,0.866217741408647,mission,0.8618292431033923
61,adapting,adjustment,0.8687424655471052,preparedness,0.8368376901496888,retraining,0.826307353626649
984,distinction,attitudes,0.8685750831843043,malary,0.8610022778341638,adjustment,0.8549210066975967
287,astp,usos,0.8685421800978835,wac,0.8471950438361575,evaluation,0.8387471722746257
2341,nogoals,noncoms,0.8685347553573198,limitedassignments,0.6943973455685862,brief,0.6632143106143034
3055,retreat,surrender,0.8684537225666396,timeoff,0.8338563708044611,rest,0.7864222019683802
187,apo,usos,0.8684456224408056,evaluation,0.8215549336368498,courses,0.8001596539331759
1780,irritation,vindictiveness,0.8683824167300513,censorship,0.8376323369221097,aggression,0.8209170868737089
1043,duration,mission,0.8683697907107144,orientation,0.8539777369291397,lengthofservice,0.8462034978072747
2343,nohell,noncoms,0.8683678523937619,brief,0.70042084104387,vindictiveness,0.6923301886456887
1716,inequity,anxieties,0.8682737155390351,vindictiveness,0.8371985313629111,malary,0.7718957388331733
3808,warmaterial,warbonds,0.8681852737254525,warindustries,0.8613745368929618,warnews,0.8273581714817809
1203,falsifications,anxieties,0.8681374998499906,censorship,0.8176467910944347,vindictiveness,0.8173554384654207
3428,subjects,attitudes,0.8681346680553302,orientation,0.8428917078436055,adjustment,0.8419995392751207
264,armywage,armyliving,0.8680461739060887,armytalks,0.773601652693822,conscription,0.7702824828131357
2990,regulation,rules,0.868026400913227,adjustment,0.8135708786288167,discipline,0.8030847873260883
231,armymanagement,armyscorecardplan,0.8680062980876826,armytalks,0.8677558062458675,armyinsurance,0.8228383325880799
2655,planning,preparedness,0.8679650999858508,orientation,0.8570345547110687,mission,0.8489345182857336
744,commitment,mission,0.8678959162124291,discipline,0.853304533724756,duty,0.846727269248545
3800,warfare,aggression,0.8677696785102396,combat,0.8293094673274607,enemies,0.8279363299306325
873,defend,mission,0.8677197296475048,evaluation,0.8546056146705538,duty,0.8392581038490681
3812,waroutcome,lengthofwar,0.867715251168831,warnews,0.8236918999581938,warindustries,0.7854262345529625
1157,ewww,wac,0.8676757786709283,discharge,0.8297164004415608,name,0.8291444553881304
1962,littletosay,limitedassignments,0.8676522793016923,brief,0.8227950239639261,noncoms,0.7957065840358684
1711,inefficeincy,vindictiveness,0.8675611323612287,anxieties,0.8616210372650002,enemyvindictiveness,0.7837976252716026
3211,settlingdown,rest,0.8674654130687287,surrender,0.8037753436040118,furloughs,0.7569756409284354
3546,tolerance,efficiency,0.8674620452435263,morale,0.8096233287788802,benefits,0.8006608409790245
1474,goodmanagement,efficiency,0.8673720121085103,morale,0.8068092386864957,benefits,0.8027531290879107
69,advancement,promotion,0.8673578273167335,orientation,0.8338507788037394,promotions,0.8295913067922942
3894,wisdom,efficiency,0.8672969940032808,morale,0.8015170562663866,benefits,0.7991626675219925
1487,governmentaid,government,0.8672661147589239,transferaccountplan,0.6882103001732971,promotions,0.6758335525861943
710,combatpersonnel,combat,0.8672654619576036,overseascombat,0.769376032664805,groundpersonnel,0.7600504853144138
467,boys,men,0.8671353928874518,children,0.7376355510416489,ups,0.6198016438072753
3045,restricted,limitedassignments,0.8671332209620131,segregation,0.8505833229051553,censorship,0.8359989931098799
957,discrimination,censorship,0.8671026539379251,segregation,0.8287810917488178,vindictiveness,0.817781445546259
2011,machine,equipment,0.8670649320641897,company,0.8407784852027332,usos,0.8043441637508513
1120,entertainer,entertainment,0.8670244202263633,facilities,0.8162412853036606,benefits,0.7918518663150979
772,condition,evaluation,0.8670032567017909,mission,0.8649963004301338,adjustment,0.8465793602715194
2782,pricy,malary,0.866966407677149,name,0.8465949858919963,wac,0.8359479096443577
3654,unequality,segregation,0.8668405729333962,censorship,0.819826175490635,vindictiveness,0.7700902054114702
1715,inequality,segregation,0.8668405729333962,censorship,0.819826175490635,vindictiveness,0.7700902054114702
716,combattroops,combat,0.8668121409355348,infantry,0.8230126167497335,overseascombat,0.7803992266587267
278,aspirations,mission,0.866805346404174,adjustment,0.8394981791734433,orientation,0.8365688899583132
3254,skeptical,anxieties,0.8667083289089107,vindictiveness,0.8591604253059272,limitedassignments,0.7813159563823695
967,dislike,censorship,0.8666462408756311,vindictiveness,0.8443747654840174,segregation,0.797391512411262
3355,stable,efficiency,0.8665140764904744,morale,0.8020543068679598,leisuretime,0.77585134546151
3376,stationed,headquarters,0.8664914031936992,mission,0.8543397800502894,duty,0.8436435571630105
548,can,name,0.8663832527085623,wac,0.839523805138559,malary,0.8245806393008833
1169,experience,facilities,0.8663124364029691,mission,0.8431500611975113,discipline,0.8267226394139555
1129,equal,efficiency,0.8662186460907778,benefits,0.8221644629726864,morale,0.7667780566138008
3690,unity,morale,0.8661963741201137,efficiency,0.8586593207635919,leadershi,0.7806507268126371
172,animosity,aggression,0.8660545640490084,anxieties,0.844391230129279,vindictiveness,0.8358911195571591
1482,goodtime,benefits,0.866034804224964,efficiency,0.8312787252212563,entertainment,0.7878651729224792
964,disgruntled,vindictiveness,0.8660261051336581,enemyvindictiveness,0.8074484979469854,anxieties,0.8026089690368466
2365,noorder,noncoms,0.8659702329950909,limitedassignments,0.7168491412864163,censorship,0.7072770930306077
3232,shouldbefine,mission,0.8659426786066532,orientation,0.8633412965797098,evaluation,0.8617120483743315
521,businessadminstration,businessownership,0.8657760160605807,business,0.8482133831083069,jobevluation,0.6517285079357815
435,blame,censorship,0.865706653854717,segregation,0.7984523608159132,vindictiveness,0.7816304672354714
3091,rotten,vindictiveness,0.8656548339936663,censorship,0.8456906569491471,enemyvindictiveness,0.8100280188589677
2474,officials,facilities,0.865595449208422,officers,0.849270372743617,equipment,0.8420703658022292
736,commission,name,0.8655351970483101,evaluation,0.8620347411476498,usos,0.8603804131463273
3203,servicetocountry,branchofservice,0.8655351882200174,mission,0.8011669443092112,servicepersonnel,0.7979800853720364
3678,unify,usos,0.8655325213158204,discharge,0.8096310968479303,name,0.8025688925280677
44,abbreviation,name,0.8655292433280241,usos,0.8423568985150274,evaluation,0.8398929508148989
933,directions,orientation,0.8655258144201382,evaluation,0.8431928344804515,adjustment,0.8277319576056285
3426,stupidofficers,vindictiveness,0.8654720998865124,enemyvindictiveness,0.8337728972006102,censorship,0.7571995003541262
1675,impression,adjustment,0.8654237003015761,name,0.8484041569262578,evaluation,0.8433194048668239
2088,medics,medicalcare,0.8654127693458148,doctors,0.8210990369729221,hospitalization,0.815440296594127
2411,nothing,noncoms,0.8653849029513923,brief,0.6701219636417785,limitedassignments,0.6633114580782569
895,departments,company,0.8653773531410185,adjustment,0.8590840334952184,promotions,0.8448744046961709
2371,noplans,noncoms,0.8653701311050938,limitedassignments,0.7120074906251761,brief,0.6730501153923705
2147,miscommunications,anxieties,0.8653017656889893,vindictiveness,0.8347220904016616,enemyvindictiveness,0.8305931562814881
2407,notfair,vindictiveness,0.865249380848755,censorship,0.8378354482520297,anxieties,0.79521855111567
333,badpasses,censorship,0.8652373262028379,vindictiveness,0.8530508781179736,enemyvindictiveness,0.8206200871458385
2829,propaganda,promotions,0.8652246391659707,publications,0.8286580815292279,media,0.7947728785095345
2035,malassignment,censorship,0.8650714892091678,anxieties,0.8421244353812646,vindictiveness,0.8151803613924321
3739,vague,limitedassignments,0.8650581901236262,brief,0.8352711065880121,noncoms,0.828014472234198
42,aafttc,usos,0.8650506905362824,wac,0.8467228945287564,discharge,0.8102154673465604
1541,handy,benefits,0.865038691259732,efficiency,0.8423314831568661,entertainment,0.7980121054525601
3405,strategy,preparedness,0.8648723680847152,mission,0.848852540694424,orientation,0.8471603580978022
2265,negroes,blacks,0.8648680557765649,racial,0.7986628083780557,segregation,0.7194805696519302
2155,misplaced,vindictiveness,0.8648651056806801,censorship,0.8231113792592488,anxieties,0.8166993583926351
3206,settle,surrender,0.8647856200593288,adjustment,0.8324174849257064,evaluation,0.7908304766605275
2515,opportunity,benefits,0.8647489770946604,entertainment,0.8397627094634703,facilities,0.8378362394620624
3302,soldierlife,armyliving,0.8646461650710193,infantry,0.7591274428108039,armfilms,0.7483537815540809
1981,logistics,supplies,0.864626632841238,equipment,0.8186837550880637,facilities,0.8151203990366661
3674,uniform,clothing,0.8646080807226607,orientation,0.8410421693562611,mission,0.8375095338266972
2078,medicalexam,medicaldispensaries,0.8646028874255842,medicalcare,0.8460280432848445,doctors,0.8427278631825325
930,difficulty,anxieties,0.8644477221657222,aggression,0.801804349309078,vindictiveness,0.7871125373662319
3705,unqualified,vindictiveness,0.8644069370445455,noncoms,0.7773792666937407,anxieties,0.7741944809549222
1470,goodjob,efficiency,0.8643665820030072,benefits,0.8343378786994196,jobsatisfaction,0.8125720961687227
356,battle,combat,0.8643521554519558,lengthofwar,0.7846879364212933,enemies,0.7534507503691165
553,capable,efficiency,0.8643478820349401,benefits,0.8323613029219873,facilities,0.8264814125955019
2980,reform,conversion,0.8643090675990344,adjustment,0.8613019922838798,evaluation,0.8125075932393742
2677,policies,attitudes,0.864307416267267,mission,0.8477513019849323,adjustment,0.8409792240197032
3957,young,children,0.8642862272602903,facilities,0.708993510086018,orientation,0.7024636674677698
1194,fairchance,benefits,0.8642405698571465,efficiency,0.8233667654143937,entertainment,0.7631636007146679
1678,improvement,efficiency,0.864114601681268,benefits,0.8327031613069328,morale,0.8012444119858597
3034,reserved,limitedassignments,0.8641145465992252,brief,0.858178968230484,surrender,0.8089796814566951
988,disturbed,anxieties,0.8639656382781788,vindictiveness,0.852824347010734,aggression,0.825551253258186
79,afn,usos,0.8638939610652472,name,0.8593373936140032,wac,0.8409778298996438
2145,mis,malary,0.8638381571375947,anxieties,0.808555588805044,adjustment,0.7975301922739959
1388,funds,facilities,0.8637919285109026,supplies,0.8444208507185779,mission,0.8216607188321301
2370,noplan,noncoms,0.8637814444656778,limitedassignments,0.7210926657055989,censorship,0.6801500755529424
3717,update,adjustment,0.8635946805952445,evaluation,0.8633771730794118,conversion,0.8432902467009875
257,armyskills,infantry,0.8635870898610425,armyliving,0.8555771000813733,armytalks,0.8284450487446523
764,compulsorytraining,training,0.8634327661574762,officertraining,0.7411707735186311,prophylaxis,0.7256315511217584
2374,noprospects,noncoms,0.8634199398803412,limitedassignments,0.7001193214892467,brief,0.6693782455618583
2805,privileges,facilities,0.8634056456349137,benefits,0.8204238011164119,information,0.8065312984783802
1040,dumb,vindictiveness,0.8633845052756626,censorship,0.7940515350046959,noncoms,0.7586218294615914
662,clarvoyant,malary,0.863383897247549,wac,0.8184408767761333,usos,0.8100459157622657
1558,harsh,vindictiveness,0.8632698793728254,aggression,0.8328414490045304,censorship,0.819589033168577
173,annoyance,vindictiveness,0.8631615029947096,censorship,0.8331959123040971,enemyvindictiveness,0.8105324086918386
1557,harrasment,malary,0.8630934897541966,wac,0.8513565932448063,usos,0.8358643863723239
2682,polishedreview,efficiency,0.8630590431664422,benefits,0.765387837716959,prideinoutfit,0.75212096221683
2356,non-commissionedofficers,noncoms,0.8630222414458439,limitedassignments,0.7324422129255165,brief,0.6649803238429676
2979,refit,redeployment,0.8629502819531673,conversion,0.860008030873066,retraining,0.8512374075036834
956,discrepancies,anxieties,0.862911649905433,vindictiveness,0.810166584198123,enemyvindictiveness,0.7588672723135501
2106,messedup,vindictiveness,0.8629102771786671,censorship,0.8464872984774148,anxieties,0.8206599474754852
2722,postwararmy,postwar,0.8628018181985115,postwarworld,0.8584874985065322,postwarexpections,0.8368580673852892
1754,interaction,facilities,0.862749643618075,attitudes,0.8479763009733567,media,0.8300826898091237
1437,gibillofrights,gibill,0.862707992920354,transferaccountplan,0.6558150769510367,baseunits,0.6325597771964119
1146,establishjob,jobevluation,0.8626702249430929,jobpreference,0.8071584996975464,careers,0.763386690698885
585,change,reassignment,0.8626329796543118,adjustment,0.8613397192354051,conversion,0.8441041777195686
2814,profession,careers,0.8625427402832115,company,0.8399756126783781,headquarters,0.7958292324923641
1829,joingovernment,government,0.8625063113993501,politicalviews,0.6377035518034723,transferaccountplan,0.6235912577290323
3672,unhealthy,vindictiveness,0.8624129496681635,enemyvindictiveness,0.8018874378611288,censorship,0.7993790356393902
2666,please,name,0.8624089012800462,wac,0.8448284273239686,courses,0.8396675019330827
3503,technology,equipment,0.8622375798477872,facilities,0.8306661819962674,information,0.8173204661205304
2193,morehelp,furtherservice,0.8622250923483213,promotion,0.7643640052411417,facilities,0.7458261737434398
239,armyofficers,armytalks,0.8621360195631947,armyliving,0.8350290884574352,infantry,0.8035381783599945
794,continuation,adjustment,0.8620941827999176,mission,0.8595523560999241,evaluation,0.8511490473061801
2458,officerissuess,officers,0.8620930418714855,officertraining,0.7789866525287166,ncos,0.7238576686182644
259,armysystem,infantry,0.8620223918148393,armytalks,0.8520400511147063,armyscorecardplan,0.8492710022047624
3731,usinvolvment,usos,0.8620051038482837,mission,0.8293660190955462,usintheworld,0.8196432668063087
2919,raise,ups,0.8619853943075412,discharge,0.8322966949468319,adjustment,0.8221146452550117
711,combatready,combat,0.8619744766617901,combatstress,0.7594497286352168,preparedness,0.7211644678195037
1396,future,opinionoftomorrow,0.861932159841541,currentevents,0.7635567283640284,careers,0.733801482575801
428,blacklives,blacks,0.8618763411299786,racial,0.7608886400547696,segregation,0.6832311965874193
190,appreciation,benefits,0.8618552561031059,efficiency,0.8601931392260925,morale,0.8519525921614322
1828,joined,usos,0.8618469642626505,discharge,0.8567251563521799,company,0.8544651228967758
2216,moveout,timeoff,0.8618338160738656,surrender,0.8195559584972628,demobilization,0.803411839212341
1640,house,homefront,0.8618078631841406,housign,0.8039313915002918,barracks,0.7608894260731579
2857,qualifications,evaluation,0.8617564083058494,courses,0.8400649159045647,mission,0.838362247196127
3039,respect,efficiency,0.8616394641062619,morale,0.8304782334450265,discipline,0.8032973524585609
451,bonus,benefits,0.8613963472701187,facilities,0.7810847723038348,entertainment,0.7736656962603159
914,destination,mission,0.8613268357985361,orientation,0.8611268020527839,pointsystem,0.8410145418695031
676,clubs,us-clubs,0.861248611462757,usoclubs,0.8517286886355343,shows,0.7259410974824746
3081,role,mission,0.8612310947326738,attitudes,0.8335926521716679,orientation,0.8260998474418416
3631,unassigned,noncoms,0.8612161376447426,limitedassignments,0.8112226124883969,brief,0.8022681728838945
771,concerns,attitudes,0.86118411628178,anxieties,0.8545842273069204,adjustment,0.8194038359382929
869,dedicated,mission,0.8611774662195472,discipline,0.8208277088413776,orientation,0.8147995841738627
2757,preference,attitudes,0.8611499276789157,adjustment,0.8491353522378993,orientation,0.8448549227185783
615,choice,name,0.8611199971007553,attitudes,0.8449078792445971,opinions,0.839113994865666
1132,equalopportunities,benefits,0.8611064893911621,efficiency,0.8536645915197636,prideinoutfit,0.8148836903380361
3767,vision,mission,0.861106370874812,name,0.8607886892815687,wac,0.8564716867120101
735,commision,evaluation,0.8610448235465543,usos,0.83675995070327,headquarters,0.832387760383591
1457,god,wac,0.8609917901499835,name,0.8596486621933341,discharge,0.8435660828122651
1067,educator,education,0.8609860083793975,training,0.7617940148097593,leadershi,0.7334560046083581
1928,lies,censorship,0.8609699192686812,vindictiveness,0.8414647690285815,enemyvindictiveness,0.8074127572400732
2818,progress,adjustment,0.8609547742998576,mission,0.8570517027285188,orientation,0.8517619738399596
3662,unfairleave,vindictiveness,0.8609191954892553,censorship,0.8228713762626915,enemyvindictiveness,0.8122702519897868
2671,points,pointsystem,0.8607589894779705,orientation,0.83116064918321,facilities,0.8067418449139214
1406,futurework,opinionoftomorrow,0.8607241128242837,careers,0.7665908550094797,currentevents,0.7208281463776558
1734,injustice,censorship,0.8606894258535416,vindictiveness,0.8529292060056965,segregation,0.8210483413810311
2547,overit,discharge,0.860647210282243,wac,0.8600717911765514,name,0.8595365253855262
1133,equalopportunity,benefits,0.8605710802597467,efficiency,0.8590713138013798,prideinoutfit,0.8040864252104023
908,desegregation,demobilization,0.8605386835264512,redeployment,0.787066530087464,censorship,0.7757489275642341
1174,express,usos,0.8604118811554231,wac,0.8515536900642436,discharge,0.8498431529659919
784,confusion,anxieties,0.8604061310795924,vindictiveness,0.8354316984304373,censorship,0.8223315949351229
282,assignments,mission,0.8602950348557108,evaluation,0.8588228620252362,publications,0.8531146566269565
143,amendments,conversion,0.86027682808038,adjustment,0.8522031333736392,reassignment,0.830111330238133
3632,uncertain,anxieties,0.8602477239575932,limitedassignments,0.8085228988519292,vindictiveness,0.7873758871840304
2039,manpower,facilities,0.8600139420805131,equipment,0.8309021223189281,supplies,0.8140549137173462
3920,workisgood,jobsatisfaction,0.8597760415266508,efficiency,0.8402544463432774,prideinoutfit,0.7774195844791292
2160,missionfirst,mission,0.8597670216134611,evaluation,0.8048147732206014,orientation,0.7872483157066198
2171,misused,censorship,0.8597655239817135,vindictiveness,0.8543779797688158,anxieties,0.8309839116922197
2031,makingpreparations,preparedness,0.8597502501983829,prophylaxis,0.7916295843982467,training,0.7906506845112021
3518,thearmy,armytalks,0.8597227131382805,infantry,0.8486306705534009,armyliving,0.8481503577476854
3247,single,noncoms,0.859701761024562,brief,0.844520938519594,limitedassignments,0.7840565397832628
3944,wrongplacement,censorship,0.8596942046288779,vindictiveness,0.8502653840572026,anxieties,0.8060707939268406
3798,warefforts,warindustries,0.8596275329254768,warbonds,0.8446647275749293,warnews,0.8406660804174623
1964,livenow,livetalen,0.8595370977142655,discharge,0.760420589189102,furtherservice,0.7453551216219018
2040,manual,adjustment,0.8593018981930598,courses,0.8405691069115944,evaluation,0.8375814660231956
2418,notmyofficer,noncoms,0.8591788563496945,limitedassignments,0.6606369025955162,censorship,0.6416560871317378
982,dissent,censorship,0.8591431862271127,segregation,0.8285126949289695,anxieties,0.8219213614086175
1689,incompetentsuperiors,enemyvindictiveness,0.8590479475149392,vindictiveness,0.8365577390494222,enemyatrocities,0.7271011613856603
3915,working,adjustment,0.8590378233772269,mission,0.8445339062217682,courses,0.8429295371425645
2674,pointsysten,pointsystem,0.859007652157479,discharge,0.7907306712521056,evaluation,0.7883621114105421
3472,tactics,attitudes,0.8589580631609114,preparedness,0.8322526442823068,mission,0.8253880648518852
464,bothered,vindictiveness,0.8589510878992256,anxieties,0.8567587501370697,censorship,0.8114501550984818
176,answers,information,0.8589433221986653,courses,0.8244918739025464,orientation,0.8197115353787255
3863,whataview,attitudes,0.8589275451464391,orientation,0.858254734473562,mission,0.8398722434751245
1112,enlistedmorale,morale,0.8588387944270058,moraleprogram,0.8358267217486983,enlisted,0.7932249888822779
2215,moveon,orientation,0.8587723463575316,adjustment,0.8432768216155524,mission,0.8238533332459703
