,Response,Best Approx,Similarity
702,"Personally I want to stay in an all colored outfit - I don't want to mix any more than neccessary - not that I possess and inferior complex, but - I am what I am - yet I'd fight against being discriminated, till death. 2. Men sent to a camp, like this - should be allowed to go home in less than a six month period. There are no towns near here - even very fine men here - are loosing their morale because of it. 3. I do think the Colored officers should be given better chances - in being Batting Commanders. 4. I do hope the White press in general will be fairer in regards to printing war news. It will help plenty bringing about better racial relations.","I am just an ordinary colored man, and was raised in a neighborhood where everyone was the same and find if a few people (white) would stay where they belong those would be so much hatred. And if this war ends and finds me alive I will not be negorized as I have seen some of my people. And why shouldn't we go to camps close to home. I could soldier much better if I was close to home. But in stead I am Isolated and the people just rob us because we are soldiers and have to have some kind of pleasure.",0.7934101819992065
703,I dont think this cap give enough privilege to go home on Furlows.,"I don't want to be in the army. [paragraph] while I am lame, I have been treated fair but not the best. It is hart to get a furlow, I haven't had one since I have here. The white people treat me fair.",0.5700005292892456
704,"I think this is a very good way of getting the general idea of the Soldiers, but after answer these questions will we as soldiers be benefited by our answers?",I think this questionnaire will help the army in many. They can get an idier[idea] just how the Soldier is getting along in the army. And they may correct some of them. Even though I know that the army cannot get around to all of the Soldiers in the United States Army,0.7564080357551575
705,The whole country will be better when the white man realize every body is the same and we should have the same chance as he have. This outfit will be better when they [unclear] but all of these Southern white Lieut. [Lieutenant] all negros should be trained in the north and should never be sent to the south and white and negro Soldiers should be trained in the same camps sleep eat and do every thing [unclear] on equal basis that is the only thing that will bring good relation between the two races. like things are now if we ever go [unclear] a lot of white officers will be shot by negro Soldiers for he have been mistreated on this side by white people.,"As a hole [whole] I think the Negro has as much brain as any other race and all men are created equal and I think that if he is to help the white man fight to win a war he should have as good a chance as the white man has and should ware [wear] the same clothes the white man [deletion][/deletion] ware [wear] and should have the same food that the white man has and get as good service as the white man, such as Med, traspation [transportation], solving problem that may come up against him and social [unclear][/unclear][unclear][/unclear] speaking there shoulden [shouldn't] be any differents between one soldier and another just another man also I don't think they should think that they are any better than anyone else and if we are fighting for our rights and win I think we should get them no matter where we are North, South east or West because all me [men] are created equal and I think the Negro deserve his right [underline]end[/underline]",0.7984750270843506
706,l,it ok by me I aprove of it,0.412433385848999
707,What do all these answers sum up to? Do they mean anything or are they set aside? Do they actually benefit the soldier?,Do you think that the job that I have is any benefit to the army or not,0.6761868000030518
708,"To my estimation, this questionnaire served the purpose of many other [unclear][/unclear] and I, to express his opinion in life for a better chance now, and after war is over.","I feels about being a soldier in the United States Armed Forces that I am not treated as such so far as this questionnaire is concerned. It gives me great pleasure in answering them as I have always like to express my opinions where in other wise I happen had that chance. hoping now for the good of every body concerned it will be better in the future than it has been in past, and to be a good soldier you have got to be treated as such. that also applies to making of a good citizen [deletion][/deletion] after the war is won. By A Soldier",0.6989848613739014
709,"I think this questionnaire is very helpful to every soldier since it gives him a chance to express his thoughts. Since I am in the Army there is no use of me complaining, I'm just going to make the most of it. I wish it was so the war would end tomorrow so I could go back home to my wife and live happy. Since the war started I have found out lots of things that negroes can do and lots of things he can't do. I feel that every solder should have the same privilege regardless to race [deletion][/deletion] color or creed. But I find it quite different I most places I've been.","And I think the war dept in reference to question (77) should always keep the negro soldier in a negro division, because in post war years it will keep down a lot of headaches for our future congressmen, and they will always know what the negro did or did not do and it will be an advantage to the negro race and it will help him in his fight for equal rights and if he do more than his share on the battle field he can demand equal rights. And that is why I say only a few negro soldiers training for combat duties will ever use it on [deletion][/deletion] or against the enemy.",0.815545916557312
710,I would not mind being in the army if things were better then it is now. As it is now all feels like hell because the way they drive and make the soldiers do their jobs every day in the week not giving us much time for pleasure which isn't much in this camp when we have a pass we have a very few places to go close to camp all other places are fifty miles away which also makes it hard for the soldiers. Then when we do go to these towns there are a very few places that we can go. Being so far away from home they should treat all the same white or negro. The food should be more plentiful and better cooked. They should let a soldier go home when it is possible that we can be a better soldier than we are now after knowing things at home are ok and to see the ones we love. The negro camps would be a lot better if there were all colored officers.,"in the first place we haven't had a fair deal in the buses in camp or civilian life stores, hotels camps and many other things. Next we shouldn't have to work night and day. I my self have my wife in a a city near camp and don't have time to visit her as I would like to do not that that I want all time off because work doesn't worry me. I can take it but you your self should like to have a two or three day pass so why do we have to suffer so hard. I think we have enough men in the army to do the job and give the men a good break no writing for myself only but for every man in all army units.",0.800643801689148
711,"I think the men who are physically unfit for duties in the armed forces of the United States, should not be kept in the camps indefinately, because the sooner they are released the sooner they can get a Defense Job and pay the Government more income taxes and buy Bonds, instead of the Government feed, clothe, and pay them for not being able to do anything in the army. My physical condition has not been up to par for the past 12 or 15 yrs, yet there are some Defense jobs I can do that are not too hard. Before being drafted I was a Defense worker, paying Taxes and buying a $25-Bond every week. but now I am just on the boards of the Government.","I want to know why every man in the Army ant [ain't] the same. I am not a Bad Boy at all and I do every thing I can to help in this war but I dont [don't] want to [unclear][/unclear] in this Army a Pvt. If I got to be but make something out of me. Are [Or] let me out so I can make some money and help the war to, 25 mount [month] is a long time in the army and still a P.F.C., and I dont [don't] go A.W.O.L. I do the best I can to help,",0.7272634506225586
712,"None whatsoever, but as I said at my agg would rather be worken helping the U.S.A. there I stands a beter chance.",I am willing to fight for my country but I am not been had justice in this company the army is not bad it is the under noncome dont give privits justic But I have a [unclear][/unclear] I would rather be with them if I could but if not I would like to bee treated as a good soldier which I have been one science I was drafted in the army.,0.6014147996902466
713,I think the questions ask was very very good one concerning the camps and different Personels. It was also a good idea for Enlisted men to tell his opions of different think which he had a very good chance to express.,This questionnaire is a wonderful thing it gives a Soldier a chance to express the feelings of at least most of his race associates & his own. Since the gov. is aware of the condition of the colored soldiers it seem as though they should make an effort to do something about it.,0.7677919864654541
714,M March-5-43 we had inspection and for some reason or nother they hid about 12 of us who were supposed to be up for discharge,"In regards to question No. 3, I was drafted but 1 year before, I had tried to volunteer but was turned down on account of no vacancies, so I was told.",0.46051204204559326
715,"Concerning M.P.'s, there have been cases where negro soldiers seeking service in white separate P.X.'s were mistreated - all starting from some white soldier disliking the negro soldiers being around. We do not expect white M.P.'s to back up a negro soldier wether he be right or wrong. Hence there is always trouble. This is one reason why I do not approve of separate organizations. On the other hand, it is a little too late to begin unified service clubs and P.X.'s now because we cannot afford to have race battles at a crucial time like this. Certainly after the war would be too late any way. This is another reason why conditions will not be better for the negro after the war. This war is really being fought to, not only ","The moral in 93rd Div. is low. Because our negro Officers don't get a chance to advance like white one, we have had many change of officer because they knew they would not be advanced. Officer that really knew their business. Now there is a rumor no more negro Officers will advance above 1st St. in the Div. One mistake was made at induction [unclear]bord[/unclear] in taking men unfit to be soldiers. Cripples and demented minds. Sometimes we wonder, just what are we fighting for. We read about how negros are treated in southern states. Separated in work and fighting units. This is unfair I believe if a person has the ability he should have a chance, regardless of race or colour. In southern states there is no law or justice as for [deletion][/deletion] negro. If these things were corrected, negro soldiers would feel better about dieing for there country.",0.8478195667266846
716,I had rather be at home with my wife than to be in the army because I do not like it.,I like the army but the only thing I hate about it is that I can't go to see my wife when I want to.,0.846892237663269
717,It is a very good Idea if every things an [unclear][/unclear] [unclear][/unclear],I like the [unclear][/unclear] way [unclear][/unclear] I have had known [unclear][/unclear],0.7705460786819458
718,"I feel that this questionnaire is very unfair because at the present time the government knows not which is best, to let the negro race advance by opening to them those opportunities available in the armed forces or not, and by surveying the negroes in the army the government is finding out exactly their attitude toward such things. I can beyond any doubt what so ever state that the negro soldier in the armed forces today is not being treated fair but as best expected.",The reason i feel the way i do is some of my answer in this questionnaire is because the negro people are not treated fair in nothing. the negro soldiers are treated just like they was before entering the army. Frankly i don't see why we are forced to fight because we don't have the same right,0.8148951530456543
719,The company that I am in have very poor non- comminsied offiecs only the very poor and digradted get ratings. Something should be down about this. Our company commander is a very poor leader ; he doesnt care how his men are getting along. In my company the commander is white and the other officers are negros but this have only been for a few weeks. The negros make very good combat soldiers if they had good leaders. Leaders that arent as vain and thinks he is so much better than a private ,"None only the Negro Soldier is very low in Morale in some camps. they should be check. Rather [unclear][/unclear] Camps. [paragraph] [paragraph] Give the Negro a third of the decent living he should get, then you will see a real Citizen one worth having A better chance than he has ever had is what the Negro wants. I think he has been mistreated long enough it seems that he Can't take very much more better treatment better Citizen that should be what this Country wants.",0.8131493330001831
720,If the 93 division is to be an all colored division why should we have white leaders after all the negroes make the best soldiers but the white officers [unclear][/unclear] to much out of the men. If a soldier is going to be trained for combat [unclear][/unclear] is to give his life for his country why could [unclear][/unclear] he be [unclear][/unclear] enough home to see his people [unclear][/unclear],"As a member of this colored outfit of the U.S. Army I believe that this questionnaire wants to find out the points of view of the enlisted man. I think it's a very good idea if there are different opinions and problems would be righted by the government. After all we are black but we're still giving our lives for our country. Right here in the nearest big city to camp whose name I won't mention many of my buddies have had to contend with Jim Crow and segration. I express my opinion that if we want a land of the free and home of the brave, ""Stamp out Discrimination against the Negro soldier and his family.""",0.7687182426452637
721,"If the negro soldier is good enough to participate in the tough & rough army to help our country why not have privileges as same as the white man. Since we are considered rotten & no good, we shouldn't have to fight. We realize this is a whit man's country but we are willing to fight for it because we live in it. Therefore after this war I hope every negro will take this matter into consideration and force less segregation & a fair living as white people have. If all negroes were like me things would be a hell of a lot better [unclear]ordam[/unclear] site worse. We must show the white man we are all men together before we shall have equal rights. A man is a man no matter what race, creed or color, so why not be treated alike. ","I think that since there is so much racial prejudice and hatred going on the Negroe soldier tends to feel as though he is just being ""used"" by the White people as we have been in the past. [paragraph] We are treated like ""hell"" all of the time and when a War breaks out we are given a few priveleges [privileges] to build up our patriotism and we have to fight for ""Our"" country. Even though deep down inside of every one of us We know that we are not fighting for a Democracy that is equally beneficial to the Negroe as the other race. [paragraph] We are all wondering that after the War will we still be barred from Hotels, theaters, etc. segregated in trains and horses -- lynched in the South -- given lowly jobs that white doesn't want etc. And yet we have fought and given lives for this country. I doubt if there will ever be a true democracy here. It would be better if there were a law made that the U.S. majority of whites do not want negroes around.",0.8653899431228638
722,The thing we want is all colored officers here in our outfit and no white at all for [unclear]our[/unclear] co. comander is white and he is rotten not any thing you do is rite you no some times it is better for you to give credit to who it is [unclear][/unclear] the white officers do not giev the boys a brake they keep the moral down in our company the boys say ok well there is no need to try to do anything for it is not going to be rite [unclear][/unclear] has one more thing to say give us all colored officers,"The moral of a Negro soldier can be good or bad depending on his CO. Our CO does everything to keep our moral down he can. This outfit would be one good outfit if the CO did not keep every one's moral so low. He refuses to send any men to OCS and such things as that. One thing that burns me up is to have some white officer say 'nigger' to me or around me, and believe me they will say it here and think nothing of it. The [unclear]drunk[/unclear] NCO's in our outfit will not allow a man a chance to do anything. A man can make good but he has to be given a chance. When the white man wakes up and sees that he can't win this war, and keep one hand on the Negro's head at the same time maybe we as a race will surprise everyone. There is no comparison between how the moral of the white & Negro soldiers stack up. The white fellow is given every opportunity for advancement while the Negro just has to do the best he can. Unless some changes are made in [unclear]leadership[/unclear] of outfits after the war we will find that the southern [insertion]white[/insertion] soldier has done all he can to degrade the Negro. Some thing will have to be done soon.",0.814150333404541
723,There are quite a few changes that have got to be recognized by the white man before the U.S. can have complete success with this war. The white man for a great many years the white man has belittled every race of color. The Japs are a race of color that has and is resenting this type of treatment by the white man and the Japs are will to fight till death to show the white races that they are just as smart and even braver than the white race. [paragraph] The Japs had no other reason to strike at Pearl Harbor the way they did other than to show the American white man he isn't the smartest thing under the sun. I could say more but I won't in fact all I will say sleep on fool white man and some day you are going to find your very ass in hell right where you have tried to keep all other races of color. Sleep on fools sleep on but some day you will awake too late and wish you hadn't been such a fool. Wake up white man and allow these races of color a chance. Otherwise sleep on -- fools -- by a black [unclear][/unclear] ,Let's get this war over and kick the hell out of the Japs then show our country of [unclear][/unclear] because God doesn't choose all white people for his kingdom foe when the time's come all man kind see the same.,0.754054069519043
724,The questionnaire will be very good if the men will frankly express them selves—Also if the army will take some means to adjust the things that would really help the Negro now and for the future. ,"On a whole the questionnaires are what I have wanted to fill out for some time. It has given me a chance to express my opinion of the present situation. The questions are fair and I am sure that I have answered them according to my opinion. The questions arrise in my mind, will their be any improvements for the negroes in the arm fores? What improvements can be made to better the conditions of the soldiers of this camp?",0.7584064602851868
725,"There is much I have to say only that I think that the present army set up is pretty good as far as I can see course I only been in one army camp in the south wet there fore I dont know much about the other camps, neither do I care to accept any opinions from other sources, course I'm not required that that that there not true, being a Negro in my camp I have noticed very strong that there is more a tendency to give promotions to negroes more for being a yes man than their ability. I personally know several friends of mine who all have more than the average intelligence that are still privates while others do not seem to have much natural ability",Most NCO's in my company don't seem to know what it is all about. Some privates know more than they do and can lead troops better. Was glad to have the chance of expressing myself on certain questions. These are my honest opinions.  If this had been done a long time ago perhaps there would not have been so much discrimination against colored soldiers who are giving their lives as well as the white soldiers. Most of the predijuce is in the South. And where ever southern troops are stationed. ,0.7793300151824951
726,About the M.P white they try to show more authority then they have. All men are in the army and other part of Uncle Sam outfit aught to be treated alike and the same way aught not to have pick on some a the colored soldiers to make it right for some white one. All service club aught to be for Uncle Sam men to go in not this one white and the poor one is for colored Civization are hard an colored soldier especially in Mississippi,I think the Soldiers should be more equal than they are speaking of the social they can't mix like they should but it is because the Southern boys. When the colored Soldiers are stationed in the South they are treated like they ain't Soldiers the White treat them like they aint human.,0.7623950839042664
727,"The sooner that the white people in the Uninted [United] States relize that we are all Americans, the better it will be fore every one, I think the President should start a law, just like he did the Linberg Law, for the Southern States, and stop all of those things that are going on there. Give every body jobs of all kinds every where, then we all would be satisfied, I am sure. The White people in the South think they are some ones Master, And want people to Say Mr. to Them, But why shouldn't they say Mr. to us. I cant see any difference we are all American, I am same. ",I believe that the U.S. is the greatest country in the world. I am willing to die for it. But I do believe that with so great a people that they could surely see that they cannot hold the negros down so why try. They could progress much faster if they forgot racial differences. The race really shouldn't be too important as I read the constitution and it said all men regardless to creed or kind should be allowed to vote ect. Some people seem to think that it is social equality that the negro wants. That is not so. What we want is the right to live as other humans live and to bring our children up in a great country like the U.S. We don't want to be scorned and talked about upon sight. There are good and bad in every race but some think that every negro is bad. Please give us a chance.,0.7837684154510498
728,the army is what you make out of it,The army is O.K. with me,0.6545806527137756
729,I been sick for 9 month and these doctor haven done me any good yet. I always heard that the army have the best of doctor but I have been dispointed on it,First a few lines to include the attention of the health of a soldier for my self I have a trouble that the Doctor didnt have get rid of before coming in to the Army. The Doctor with the Army are good there is no question. But to [unclear][/unclear] the treatment and the care you need is something else. For here in this camp I have did nothing but suffer with those trouble [unclear][/unclear] my [unclear][/unclear] I could get over it probly of I had the [unclear][/unclear] that I had in civilian life. There seems to be [unclear][/unclear][unclear][/unclear] about the true & the soldier who is just out to get out of a little [unclear][/unclear]. Compared to the job that our boys are doing over there. [unclear][/unclear] & a few things I think I could be just a good soldier [unclear][/unclear][unclear][/unclear][unclear][/unclear][unclear][/unclear][unclear][/unclear][unclear][/unclear][unclear][/unclear]There is no complaint of this questionnaire for the questions for the questions seem sound and good. ,0.6858391761779785
730,why can't our negro Lieutenants in the field F A can't get no now then first Lt. Anyone in the field FA is thinking about the same thing.,1. For the most part the war dept. put southern white officers over negro troops thinking they ought to be able to handle but they are making a great mistake. A 2. After a negro becomes an officers the war dept. won't allow him to rise above [?st] Lt. A man with ability should rise as far as his ability will let him. 3. When a negro goes to the different O.C.S.'s he is expected to know about twice as much as the ordinary white soldier 4. And when you all class negroes you class the all alike and that is impossible. Hope you all do better in future. ,0.7257893681526184
731,Haven't done any work in the field since June. Have been laid up all the time. Want to go back to civilian life & get a job rather than lay around camp. Don't [deletion][/deletion] want to be goldbricking.," Enlisted men, less than the 1st three grades are not given the right amount of privlages, I have been in the army every since 1939 and I dont think I am getting a fair Brake, Because I am a private, I have did several jobs since I have been here and havent received any complaint about I didnt know my job but I can't get advanced and I might would like the army better, I can't support my wife mother and father in the Army with a $50.00 Base pay. Would like to get a equal Brake as every other man does, I would like for the people over me not to run thing in a [unclear][/unclear] manner",0.6012930870056152
732,"Some soldiers have been here in army for five months and have been assigned regular duties and promoted and sent to mechanic schools. I have been here 9 months, because I haven't had as much education, I am shifted from job to job, no school, no promotion. There is too much promotion because the top [unclear][/unclear] likes a man - this is d___ unfair. The way the have me tied up here I know I could help the govt. more by farming as I was doing before the war. ","in this camp a Pvt has a poor chance to prove himself worthy and the Commissioned officers are pretty fair, but it seems to me that non coms are running this camp. Every time I asked one about going to Mechanic School he wont give me the correct answer. he tell me he will see about it. I been here five months and they still are seeing about but these tech go whenever they asked the question tell me is that fair. I have been trying to get a furlough some of the older soldiers have been home twice and I still here some off the boys have been here about three months and are home on their furlough. I'm still saying is that fair.",0.746021568775177
733,Some of it is fine and some are just fair. One of the unfair questionnaire is where you have the debate on the Negro soldiers you have the face of them black and the white is not. just the word negro is a flame as it can be,"for the whole this questionnaire was very well made up. I think the questions asks pertaining to Negroes sure very fair and I hope [unclear][/unclear] that their will be used for the best advantage. Being a negro, naturally I am inclined to be[unclear][/unclear] [unclear][/unclear] from for us. The reasons is as ",0.7638192176818848
734,I am satisfied with every thing in this army and have learn that every man should treat each other the same so things could be better for every one after the war. This questionnaire is very good because each soldier can express his mind about what he think about the army.,I think that this is a very interesting questionnaire & it will help all soldiers of both races to give thier honest to God opinion about Army life & especially the Race Problem. I think that things will get better for both Races because each will know what the other went through in the war & will appreciate his fellow man more.,0.8082363605499268
735,I will be glad when this war is over so I can go home and [unclear] free [/unclear] life I wish the war would [unclear][/unclear] in [unclear][/unclear] cause I want to go home and it so far away from home and I cant [unclear][/unclear] home [unclear][/unclear][unclear][/unclear] I [unclear] fell [/unclear] in the army and I hope the united state win this war,I havent got any oppoion [unclear][/unclear] the questionaire but I am will to do my part in the army to defend my country and I all so thank that is a good idea of these questionare so that we can see what we decide about the army [unclear][/unclear] I have such a [unclear][/unclear] until sometimes I cant hardly make it but I am willing to do any thing I can do help my country. I hope the war will soon be over and all of our solider will be back home and live a happy [unclear]live[/unclear],0.7137178778648376
736,I’m an [deletion][/deletion] citizen and I don’t see any [unclear][/unclear] about this questionnaire that hurts any one their should be some way to-talk a lot more of some things that goes on hear such as not alowed to ware Geason caps useing our own time from Different formations where we should be [unclear][/unclear] and other better minor cases that make a man sometimes reather be in Hell when he knows he’s getting a bad deal,"I think that this questionnaire is the most idiotic thing that the war dep't has ever attempted - it is a disgrace - You know the conditions that exist as wel as I do - but you do not not feel them because I suffer from all the humiliation. You knowing the conditions that exist should take steps to correct them - They have existed for years and it has been known for years - you taking a survey and me expressing my opinion gets us nowhere - you being educated know that you can't solve a problem like that as in that manner. Just as I stated before all appointments of negroes to high responsible gov't positions are given to uncle Tom's like Paterson of Tuskegee, Truman Gibson Jr. of Chicago, A [unclear][/unclear] pair. We have men among our [unclear]races[/unclear] at all negro camps throughout the south the moral is very low, due to treatment of negroes, rare prejudice. The United States Army rules with prejudice and they call it a democracy. ",0.7571848034858704
737,One thing I like about the questionnaire is that it gives a soldier the chance to explain his opinion of the war as a whole and how he will be [unclear]tri[/unclear] when its all over.,I think these questionnaire are a good ideal to how to let a man and in a while use his only opinions and tell what he think about the army and how thing will be after the war and how colored people will be treaded after the war.,0.7462581992149353
738,I come to be a good soldier but I dont seem to get any place I would like to do something make my peoples proud of me. I find that if you dont kiss the [unclear][/unclear] you dont get and done for help no mater how hard you may try some have been the Army Ive worked sick because I was afraid that would mess some thing and now to show how much they appreciate it I have got to the place I am able to go and my company commder will not any thing about it,It would please very much to get out of this fort for I down like the army or officers here. As things really don't know how to treat a human. Most of them think were fools and try to get fresh. But mind [unclear][/unclear] I came in this army. I tried to do my best but no [unclear][/unclear] I work and to this day I would hurt one of them if he insult me again. I mean it Especially my commanding who is white I can't stand a southern man and never will The main reason I dislike this camp for its to far from town and the price is to much for us. And [unclear][/unclear] go across the [unclear][/unclear] with this rotten regiment I will go [unclear][/unclear]for [unclear][/unclear]boys will not stand by you and they [unclear][/unclear]are[unclear][/unclear],0.7796850204467773
739,I have Ben in the army 5 month and haven Goat But H0 and I would likck to no the reson why,I have ben in the army 11 Months and I cant get a filaw are a 3 day Pass Corise I Have Ben A [unclear]Wen[/unclear] 2 times But is is [unclear]menspane[/unclear] did the same thing and have went home and can get a Pass VP town and it is just at times can only gat to go to town. I Have a wife. I wood like to see her Just as Bad as any Body alce I dont do No Bader thin any one alce here. But I cant get No Break here I Have Ben a Private Evry sence I Have Ben in the army Not hade a chance to Make my thay alce if it is any way I can get a Better gaub I will take one out on the [unclear]faind[/unclear] are a defence jab it will Be all wrile so thank yal very much. it is all my company comander falt,0.6224828362464905
740,"When I first came into the Army, I decided to make it a career. I received such a rotten deal and I am so many others handed the same. I will be glad as hell to get out of the dam place. I wonder why the negro officers don't receive promotions? The non com's are not chosen because of qualifications but because of the strings they pull! The Army is just another organization based upon politics. Not what or how much you know but who you know.","We, the negro as a group of people only, only want out of this war a fair chance to prove our worth. Give us a fair chance after the war to compete in Labor and Capital. We as a group of soldiers have to do the so called dirty work of the Army. If we have to fight do not hamper our progress. Why not remove all negro hating white officers to white outfits they only make a soldier hat the Thing They are making him fight for. We will never have complete democracy as long as a nation is divided against its largest minority. For a minority of 13,000,000 people we are really getting a rotten break to show our worth as a soldier.",0.688874363899231
741,The negro soldier will do a great deal in help winning the war if he had a fair chance because once he is started he is [unclear]hard[/unclear] to stop.,"The part the Negro plays in this war will have a great deal of Bearing on his [unclear]future[/unclear], if the Negro shows just What he is Capable of doing and that he plays an important part in this war the White man Will realize that with out him they would be last after the war the Negro Will have already shown that he is Competent In all Class. He then should be given the [unclear][/unclear] respect and rights do him, the [unclear][/unclear] realize they are not getting the rights they deserve, after the War [unclear][/unclear] the US wins and the Negro recieves his just rights This will be a far better Country. Then the two Classes will have respect for each. The Negro is fighting two fights, one here and one on Foreign soil. He has Surpassed the average White man's ",0.8490963578224182
742,"Due to the fact that we are in this combat batallion and are not getting justic in our tasks, but some time in the near future we are to go over sea, and if there is not something done, some will be liken in the things they are expected of.",Things here is fine though I would like to do some things that is worth while toward winning the war.,0.6366307735443115
743,I think all soldiers should be put in there home state camps. For this reason. Wen a soldier is very far away from his home it take all of [unclear][/unclear]. at month end a half pay if he wants to go on his forlough. There for he has a very poor chance to save any money at all. Take for [deletion][/deletion] examples my home is in Ohio and I am stationed almost 300 miles from home. And for me to get home when my fouglough Comes up it will cost me $57.00 to get home. There for If I had my chance I would like to be stationed at the [unclear]Engineers[/unclear] Headquarters in Fort Custer Michigan. And I think that all the other boys here in [unclear][/unclear] feel the same way I do. Not making to much of a kick I think all soldiers should be stationed in there home states.,I would like to leave from this camp to another one at [unclear][/unclear] Mich. I think that the questionnaire is a good idea to any [unclear][/unclear]. I would like to be [unclear][/unclear] a civilian life for my mother and father are not able to any work and they dress have but two son and we both are in the army. I am not [unclear][/unclear] [unclear][/unclear] money in [unclear][/unclear] to take care of them. I have three small sister also to take care. I would like to get out of here [unclear][/unclear] to help them and get marry.,0.7054710388183594
744,First the officers from the South dont care for negroes and think them have a bunch of cattles under them. I think a man would make better solder if he was clause to home for he would do better so he could go home at weekends because of this part of the country out west i am not so well at my age i think i would be more serve to win this war if i had a war job and not in the Army I all so dont think nergoes get enough training and the right training I all so see that they keep negoes in camp that is no good to the army they should be home. Some cant walk and some dont have all of their limbs. Some are in bad shape Why are send from the South that what the South do to nergoes.,is we are all fighting for this country why dont they treat us like they do the white boys. We dont have nice PX like they do and they can come in ours and we treat them nice but if we go in their they wont serve us in some of them. or tell us we have to go in the back we are not treated fair at all and some of the commisson officers are Southern men and they stand in formation and say they don't like a negro and they make it as hard for their men as they can they are not fit to command a pack of wolves.,0.7679016590118408
745,What the hell do you think I feel like anyway putting my life at stake for something I have never had freedom But in Every state a colored man goes in you can see the old familiar sign negro written all over the place Schools and every thing [unclear][/unclear] for the Negro and then you have the nerve to ask me how I feel about the war. I feel like hell thats how I feel & I dont think there will be a hell of a lot of changes after the war as far as the colored man is concerned. Yes I think it is a white mans war & a colored man fight. Now if that is what you are to know about,"They are a lot of questions that has been asked that I am undecided on. But know what I do about where I'm stationed at fully believe that the negro has no rights in this war. He is treated less than a man. Has to be called out of his name, and don't have any right or reason for it to be done. This may be all right. But I believe I would do better in the north as a war worker which I started to before I came to this hell hole.",0.7887979745864868
746,All I want is to go home To hell with the whole dam thing. I don't see why I was ever taken in the army. A Negro life is worth dam when they get through with him. So all I want is to go home & have some [unclear] in a decent bed. I never did like sleeping on the ground any way.,"As I never been in the south before I'm disgusted the way they treat the negro soldier that is doing his bit for this so called freedom and democracy, it should be practiced here at home first and then I would be more than willing to lay down my life for my country. The morale amonst the colored troops would be great increased if these conditions could be better for them especially in these southern camps. But although I'm forced to I'm going to be a good soldier and do my part to win this war.",0.7090768814086914
747,I think since the negro has to fight he should have more equall right an allso should be [unclear][/unclear] an if he is qualified for any kind of a job he should get it an he should have more colored officer than we have,I think that if the negro where to get more chance to fight and thereby get some recognition besides that of a laborer it would go a long way to strengthen his position as a citizen after the war. After all what is not worth [unclear]having [/unclear] is not worth fighting for. We want to fight so that we can say we had some fighting part in winning the war for our country,0.7832430601119995
748,"Now my opinion is us negroes should have just as much Rights hear as white soldiers Are even if you reply to Civillion they Should Bee treated all as one. As Crise said Get As the Wheat and tair grow together and the day of Harvest He Will Do the Seperation. Now if we Dont get a Decient Break now Where are going to get one it seems as if any is a [unclear][/unclear] for the Negroes, Because Every thing thats good the White gets it and the Negros get the end of every thing, ",We dont have seperated P. X. and Service Clubs but most white want it you would be so embarrased untill you would not want to go in one. God Created every Man Equal and that is supose to be what this country is fighting for Why should a Negroe be Sagarated [segregated] on the count of the color of his skin are kind of hair. [paragraph] If Sagragation lift & exit I would think it is my duty to be for this Country.,0.7377843856811523
749,I think that if the negro where to get more chance to fight and thereby get some recognition besides that of a laborer it would go a long way to strengthen his position as a citizen after the war. After all what is not worth [unclear]having [/unclear] is not worth fighting for. We want to fight so that we can say we had some fighting part in winning the war for our country,In order to make a soldier feel that he has something to fight for. He should be near his home town or near some big city. Where he can see and realize what he must fight to try and hold. To stop the ruff treatment of soldiers in Southern States would help very much in every negroes mind that he really has something to fight for if a man feels that he is being treated right. He can do far better than if he thinks he is not. It is hard to fight another country when we are fighting among our selves. And trying to keep the darker race down because of color. We the negro people are of different color. But of the same material under neath as the white. And if we are giving the chance we can do the same things which have been poorer in some cases. Lets stop putting white M.P.s over colored soldiers. And shooting and beating them,0.8408952355384827
750,the negroes have little but no much all other race have a better change then a negro.,"Why do Negroes have less priviliges than any other Nation, in the Unite States????",0.6372866630554199
751,"[unclear][/unclear]I think that the white soldier should in [unclear][/unclear] as well as the negro, because of the climates there are only negroes as tho we are not human. I also think that men over the ages of 35 yrs. should be at home where they can get medical attention where they can relax when they are sick or crippled but in stead they are out in the weather sick angry & unfit for Army life. If men were to old for [unclear][/unclear] service Jobs they should be too old for the Army",Dear sir I don't like the army at all because my health ant so good an I am supposed an I cant make it so good I am 33 years of age an it goes very hard with me I have been married for 15 year I thank I could do more to help win the war at home then I could in the army on my job their because my family ant getting every thing an the white man is treating the colored man so bad but the good will take care of us I no my nerves is short an I can't stand no excitement at all and I don't like to fight so I would rather to work then to even try I stay sick all the time ,0.6898260712623596
