index,response,choice,match,match_choice,score
754,Because the outfits will cooperate much better.,separate,They get along much better in an outfit of their own.,separate,0.819266480951022
1069,White soldiers do not care to mix with negroes.,separate,"White soldiers don't like to work with negroes, especially negro officers.",separate,0.8189923741284074
111,They couldn't get along at all. the negro wouldn't have a chance.,separate,Negros & whites will never get along together.,separate,0.818949215126819
419,It is looked on with disrespect by the Southern to have to mingle with negro. They simply don't like it.,separate,Southern people don't like to associate with negroes.,separate,0.8183810141077716
306,there will always be friction between the White & Negro Soldiers,separate,By all means. There is lots of friction between Negroes & Whites here,separate,0.8175904524938047
397,It would never work because of the racial hatred between white and Black.,separate,Negros & whites will never get along together.,separate,0.8173059425819263
1063,Most whites wouldn't like it,separate,Most white people doesn't like Negros,separate,0.8169318203835434
558,I,separate,.,separate,0.8167172830389118
1200,I don't think they could get along together in the same outfit,separate,I don't think they should be in the same outfits,separate,0.8163833499239298
376,I don't think they should be in the same outfits,separate,I don't think they could get along together in the same outfit,separate,0.8163833499239298
870,Because most of the boys don't won't to mix with the negroes,separate,Because don't many white boys want to be around negros.,separate,0.8160242641529067
223,They shouldn't be allowed to mix when possible. ,separate,They shouldn't mix,separate,0.8159194136626817
560,I do not have any,separate,no Idea.,separate,0.815906459101726
582,Negroes had rather be segregated in that respect.,separate,I think the negroes would rather have it that way in the south.,separate,0.8156713863086539
592,Because some fellows would not like to work & associate with negros,separate,Southern people don't like to associate with negroes.,separate,0.8155156656283208
372,I don't fancy the idea of bunking with or near a negro.,separate,I would not care to bunk with a negro.,separate,0.8149784840330082
957,There would be friction,separate,There would be too much friction,separate,0.8149511396871246
757,That way negro will have more of a chance.,separate,Negros have more of a chance to prove their worth this way.,separate,0.8142428067935233
613,Negros have more of a chance to prove their worth this way.,separate,That way negro will have more of a chance.,separate,0.8142428067935233
818,as soldiers or as a people it avoid trouble,separate,because of less trouble,separate,0.8140335549067157
599,Some whites think they are superior to negros and trouble would arise otherwise,separate,Because some negro think they are better than white,separate,0.8139904319015102
416,Fore same reason as stated on question 61,separate,For same reason as given in question 62.,separate,0.8139656926428026
167,"In outfits as a whole, I think separating them would work much better. ",separate,They will work together a lot better in separate outfits,separate,0.813460550906207
495,I don't care very well to sleep with negro soldiers.,separate,Because I would not like to sleep by a Negro.,separate,0.8128659406042154
294,Southern boys as a whole would not relish the idea,separate,Southern boys resent taking orders from negroes,separate,0.8118321022092534
846,Southern boys resent taking orders from negroes,separate,Southern boys as a whole would not relish the idea,separate,0.8118321022092534
788,Because most white soldiers don't mix with them.,separate,Most white people and negors dont agree,separate,0.810668856254225
512,Most white people and negors dont agree,separate,Because most white soldiers don't mix with them.,separate,0.810668856254225
114,They couldn't possibly mix.,separate,I don't think they should mix,separate,0.8086741379874635
141,Because they are of different color and just don't like them,separate,because they would not get along,separate,0.8086329360713225
1255,They are a difference class and should not be with the white.,separate,Because the colored and white races should not mix.,separate,0.8080168354590525
163,Because the colored and white races should not mix.,separate,They are a difference class and should not be with the white.,separate,0.8080168354590525
1119,I believe that they are happier when around there own kind,separate,They can function better among their kind.,separate,0.8078475977300559
194,"Good idea to keep them separated, keep down trouble",separate,Better cooperation if kept separate. Not liable to be any trouble.,separate,0.8071478175036488
628,Because it is better then to have them mixed up.,separate,because it will look much better if they where separate,separate,0.8071386340861734
1181,because it will look much better if they where separate,separate,Because it is better then to have them mixed up.,separate,0.8071386340861734
1030,The negro has a better chance to advance himself,separate,That way negro will have more of a chance.,separate,0.8071133997749709
978,They can work better together and also the whites can work better together. ,separate,The colored soldiers can operate better if they are put together & the same to the white soldiers.,separate,0.8060587546449713
267,The colored soldiers can operate better if they are put together & the same to the white soldiers.,separate,They can work better together and also the whites can work better together. ,separate,0.8060587546449713
284,They work with another negro better then they would with a white man,separate,Because the negro's think they are better than the white man.,separate,0.8059257669598442
811,I think they both would cooperate better by themselves.,separate,They would all get along better by being separate.,separate,0.8059126087480486
780,They would all get along better by being separate.,separate,I think they both would cooperate better by themselves.,separate,0.8059126087480486
591,it is for the Best,separate,for the best interest,separate,0.8058194844079014
1014,for the best interest,separate,it is for the Best,separate,0.8058194844079014
374,There would be too much racial difficulties,separate,There would be too much strife and trouble.,separate,0.8049497849135452
743,I think negroes get along better with negroes and the same goes for the whites.,separate,The negro will get along better if he is in together,separate,0.8047025064732763
942,They get to think they are better than the white.,separate,White's feel they are better.,separate,0.8046208998992548
1104,They work better together because each one tries to outshine the other.,separate,They are probably happier that way and have a better chance to show what they can do. Too much friction if they were together.,separate,0.8044744139558955
466,They are probably happier that way and have a better chance to show what they can do. Too much friction if they were together.,separate,They work better together because each one tries to outshine the other.,separate,0.8044744139558955
905,If they were in the same outfit it would probably mean trouble.,separate,It might create trouble in the outfits.,separate,0.804180028281583
586,It might create trouble in the outfits.,separate,If they were in the same outfit it would probably mean trouble.,separate,0.804180028281583
1047,Because a Negro maybe doesn't like to be with us and would like to be with other Negros.,separate,Because some fellows would not like to work & associate with negros,separate,0.8039403249557745
1139,because there is to much hard feeling between most white men and colored men.,separate,Because the are colored men and many Whites don't like them,separate,0.8038303202156004
836,It would prevent less arguments if they are separated.,separate,Because there will be less arguments among them.,separate,0.8035515179959042
904,I can NOT have faith in a Negro & do not want to associate with one in any Respect. ,separate,Well I don't believe in living with a negroes,separate,0.8030360274766283
1152,Well I don't believe in living with a negroes,separate,I can NOT have faith in a Negro & do not want to associate with one in any Respect. ,separate,0.8030360274766283
1106,they usuly dont mix,separate,They don't mix. ,separate,0.8022164369618563
939,Most white men would resent the negro and would not give his best in training. ,separate,The white boys wouldn't like to be with the negro.,separate,0.8020291372049395
1158,They have different [unclear][/unclear] and ways of doing things ,separate,the have different [unclear][/unclear] [unclear][/unclear],separate,0.8018945701794715
474,"Because they usually don't get along, because white people think they have more right than the colored men.",separate,The reason is some white people do not get along with negro's or vica versa,separate,0.801805610285138
731,They'll try better just to show us how much better they can do it - they hope.,separate,I think they can work better and have a better chance.,separate,0.8016168225586573
740,LEFT BLANK,separate,Have none,separate,0.8015238667649333
742,They have no good thoughts for a white man although there exceptions cant trust them.,separate,"Because they usually don't get along, because white people think they have more right than the colored men.",separate,0.801133025934183
174,The wouldn't get along any to good in the same outfit.,separate,I don't think they could get along together in the same outfit,separate,0.800782080446387
1126,Being in separate outfits prevents many arguments and friction ,separate,Separate outfits get along better and less trouble,separate,0.800776644897011
564,They would be happier together and in their own separate outfit.,separate,Because they would get along better in separate outfits.,separate,0.8006888461445616
379,The negroes would probably be abused and some white soldiers would be offended,separate,A negro would be discriminated against in any white outfit and whites would resent being with them getting equal treatment.,separate,0.8006126091750632
974,A negro would be discriminated against in any white outfit and whites would resent being with them getting equal treatment.,separate,The negroes would probably be abused and some white soldiers would be offended,separate,0.8006126091750632
648,I don't think they would work as well together,separate,I don't think they would function as unit properly. ,separate,0.8003376834126418
774,I don't think they would function as unit properly. ,separate,I don't think they would work as well together,separate,0.8003376834126418
1236,They would behave and act better under officers of there own race,separate,They would do a lot better with there own officers,separate,0.8002650928139904
1227,They would do a lot better with there own officers,separate,They would behave and act better under officers of there own race,separate,0.8002650928139904
600,They would be fighting and causing trouble with each other continuously.,separate,They would be fighting all the time,separate,0.7997775164978335
1037,They would be fighting all the time,separate,They would be fighting and causing trouble with each other continuously.,separate,0.7997775164978335
410,The two would not cooperate as well as if they were one group.,separate,They wouldn't get along with each other,separate,0.799455299883804
169,Because there would be too many fights amongst the white and blacks,separate,It would cause a lot of fights if the whites & negros were together,separate,0.7989277923207595
1092,I'ts my impression this outfits segregated this way have less internal strain,separate,Separate outfits get along better and less trouble,separate,0.7985237871152783
738,I think they'd get along better in separate outfits rather than to be mixed with white soldiers,separate,"By being in separate outfits, there less chance of race riots",separate,0.7984847773912098
847,"By being in separate outfits, there less chance of race riots",separate,I think they'd get along better in separate outfits rather than to be mixed with white soldiers,separate,0.7984847773912098
382,People knowing and understand each other better can work or fight better.,separate,In this manner they will fight much better and get along much better with one another,separate,0.79811819375292
1111,Some white boys always feel they are better than the negro.,separate,Because the negro's think they are better than the white man.,separate,0.797713917016741
1143,"I wouldn't like to be in an outfit with negros, it's another race.",separate,I just wouldn't like to be together with a negro.,separate,0.7976761189351942
653,"There would be too much jealousy, if they were together.",separate,There would be too much friction if they were kept together,separate,0.7974424382187543
221,Negro's think they are as good whites and whites know they are better it wont work,separate,Because the negro's think they are better than the white man.,separate,0.7974220886189327
1147,If they did not seperate [separate] the Negroes from the whites there would be too many fights + killings. ,separate,It would cause a lot of fights if the whites & negros were together,separate,0.7970449941565884
555,A man will work better with men of his own race,separate,Men fight better with their own race.,separate,0.7969039434475649
544,As much as possible there is too much dislike for the mixing of colors. This would have a tendency to lower moral [morale]. A white man with any love for himself will hold himself above a negro.,separate,"The Negro cannot as a whole, mentally, compete with the white soldier & in every way a merger would lower his morale as it would the white who would resent it also. The question is not to be considered whether or not it is right that they should be separated, but whether or not the army can afford to have thorough dissatisfaction, resentment, & enmity between its own troops & a generally lower morale, as it most certainly would have.",separate,0.7963394956703432
919,"The Negro cannot as a whole, mentally, compete with the white soldier & in every way a merger would lower his morale as it would the white who would resent it also. The question is not to be considered whether or not it is right that they should be separated, but whether or not the army can afford to have thorough dissatisfaction, resentment, & enmity between its own troops & a generally lower morale, as it most certainly would have.",separate,As much as possible there is too much dislike for the mixing of colors. This would have a tendency to lower moral [morale]. A white man with any love for himself will hold himself above a negro.,separate,0.7963394956703432
1213,The negroes are usually more satisfied among themselves.,separate,I think the negro is happier when left alone,separate,0.7958135933653642
370,the boys from the South won't mix with the negro,separate,Because the negro is not fit to be with white boys.,separate,0.7956256728702522
1036,They should not be together in any place.,separate,It should never be done,separate,0.7955145363636548
1123,It should never be done,separate,They should not be together in any place.,separate,0.7955145363636548
705,White soldiers would not work together with them and would make a poor fighting outfit,separate,because white an negro soldiers would not get along.,separate,0.7951008145424934
585,For the negroes think they will be as good as the whits,separate,Because some negro think they are better than white,separate,0.7949777181051989
409,I mean in platoons but could be in the same companies.,separate,Perhaps could be in the same regiment but in different companies.,same,0.7943223700115813
73,Perhaps could be in the same regiment but in different companies.,same,I mean in platoons but could be in the same companies.,separate,0.7943223700115813
120,Because they are different from white people,separate,They are a difference class and should not be with the white.,separate,0.794318464791757
414,There is still the same reason as before.,separate,For same reasons as stated before,separate,0.7940900007513422
1218,It makes for better feelings among the member of an outfit if they are not mixed,separate,There is better cooperation when not mixed,separate,0.7932891031045557
671,There is better cooperation when not mixed,separate,It makes for better feelings among the member of an outfit if they are not mixed,separate,0.7932891031045557
1205,They could never get along in same outfits.,separate,I don't think they could get along together in the same outfit,separate,0.7932412578556406
51,They should stay in their place.,same,What have we in common with a negro? They should stay in their place. ,separate,0.7931990406801064
962,The Negroes seem to work well together,separate,Negro and whites couldent get along.,separate,0.7931873595024528
274,There is often trouble if the whites are put in with the negro,separate,Too much friction among whites and negroes if put together.,separate,0.7926440576888323
1038,The southern soldiers wouldnt obey and take orders if the negroe would become higher than they.,separate,Any Southern soldier would not get along with the Negro very well.,separate,0.7925024255243108
851,Negros understand themselves better,separate,The negro will get along better if he is in together,separate,0.7923742765812505
269,They should be separate for their own good,separate,They should be separated as far as living together. ,separate,0.7919365097743299
706,They should be separated as far as living together. ,separate,They should be separate for their own good,separate,0.7919365097743299
844,I think they will fight better if they are with their own color,separate,I think they could fight better if separated.,separate,0.7916393197460936
948,I think they could fight better if separated.,separate,I think they will fight better if they are with their own color,separate,0.7916393197460936
691,There is still a good deal of race prejudice + hatred,separate,Because of discrimmation & racial prejudice still existent,separate,0.7909988237683871
778,Because of discrimmation & racial prejudice still existent,separate,There is still a good deal of race prejudice + hatred,separate,0.7909988237683871
230,would be for benefit of both races,separate,For good of both races.,separate,0.7909182730374202
664,For good of both races.,separate,would be for benefit of both races,separate,0.7909182730374202
658,With the Right Leader they make better soldiers by being separate Outfits,separate,I think they would make better soldiers in their own outfits.,separate,0.7907697611739227
1032,Most of the negro you can't get along with.,separate,Some negros & whites can't get along very well.,separate,0.7906034138644575
665,As a general rule one race will cooperate better than more than one race.,separate,I think individual groups would work as one unit better rather than mixed.,separate,0.7903493618726247
123,it makes better training to keep them separate,separate,they work better separate,separate,0.790184538351521
1091,Resentment among the many anti-negro organizations would retard the war effort and lower morale.,separate,"The Negro cannot as a whole, mentally, compete with the white soldier & in every way a merger would lower his morale as it would the white who would resent it also. The question is not to be considered whether or not it is right that they should be separated, but whether or not the army can afford to have thorough dissatisfaction, resentment, & enmity between its own troops & a generally lower morale, as it most certainly would have.",separate,0.7901097764430134
83,Same as Before I said,separate,For same reasons as stated before,separate,0.7895561901943908
179,Cause the white and the negro might have trouble.,separate,The Negro [unclear][/unclear] and the white are are some different so there would be trouble between them,separate,0.7894461026421657
102,The Negro [unclear][/unclear] and the white are are some different so there would be trouble between them,separate,Cause the white and the negro might have trouble.,separate,0.7894461026421657
1072,They should not be quartered together.,separate,They should not be together in any place.,separate,0.7894282440663252
1176,Would you want to live with a Negro? Well I wouldn't,separate,Well I don't believe in living with a negroes,separate,0.7893510781256748
670,Most write do not get along with the Negros.,separate,Most of the negro you can't get along with.,separate,0.789179392373384
358,For I wouldn't want a negroe sleeping and eating with me not that I am better. ,separate,Hell - I don't want to sleep & eat with a negroe,separate,0.788709572441028
596,"I, for one, wouldn't trust a negro in my tent or barricks.",separate,I just wouldn't like to be together with a negro.,separate,0.7886509785354617
911,Separate outfits make for efficiency if the outfits are close together. Each would try to out do the other. ,separate,Because they would get along better in separate outfits.,separate,0.787939127908192
1150,I don't think they would mix very well.,separate,I don't think they would work as well together,separate,0.7873464418916246
322,White people don't like the idea sleeping + eating with negros.,separate,For I wouldn't want a negroe sleeping and eating with me not that I am better. ,separate,0.7863720377571868
717,Negroes and whites never did or never will mix well enough to have coordination.,separate,Whites & Negros will never mix very good.,separate,0.7863647439757183
327,The reason for that is there are fellows from the south who hate the Negros,separate,Because the south doesn't like negro's.,separate,0.786225031269295
903,White & black races should never mix ,separate,negros and whites will never mix,separate,0.7861559871084429
52,"In the same outfit they would get accustomed to each other more, making for a better post-war understanding",same,Because I think that they get along better in and outfit with their own kind,separate,0.7860876254463007
1001,[insertion][/insertion][unclear][/unclear],separate,[insertion][/insertion],separate,0.7860746543379414
815,[insertion][/insertion],separate,[insertion][/insertion][unclear][/unclear],separate,0.7860746543379414
812,Until the whites & negroes have learned to mix it is best to keep separated. ,separate,Until we both (negro + white learn to quell prejudice we must be kept apart.,separate,0.7855525182620828
1099,Until we both (negro + white learn to quell prejudice we must be kept apart.,separate,Until the whites & negroes have learned to mix it is best to keep separated. ,separate,0.7855525182620828
605,Negros have a bad oder when they perspire that white people don't like,separate,because the white people don't like negros,separate,0.7853281205488661
216,[unclear]Boys[/unclear] from the South could not be satisfied in the same outfit with negroes.,separate,Because the negro is not fit to be with white boys.,separate,0.7852022734297729
184,I believe the negroes would feel out of place in that case,separate,Negroes feel out of place with whites same as whites would feel out of place with negroes,separate,0.7851821994606514
144,Because I think they would lower the moral of the white people.,separate,I say separate them because the white people won't try to get along.,separate,0.7847399391929863
651,I say separate them because the white people won't try to get along.,separate,Because I think they would lower the moral of the white people.,separate,0.7847399391929863
1096,Because the [unclear]characteristics[/unclear] of most Negros and White [unclear][/unclear] have been raised separately and are different from white people.,separate,The Negro [unclear][/unclear] and the white are are some different so there would be trouble between them,separate,0.7842563377802456
943,They will get along a lot better in separate camps,separate,They work better in separate groups.,separate,0.7842262174466477
914,Tendency for white people to have the superiority complex over the Negro results in trouble.,separate,Some whites think they are superior to negros and trouble would arise otherwise,separate,0.7842244137537046
871,I don't think there would be much cooperation if they were mixed.,separate,I don't think they would mix very well.,separate,0.784143044366283
1040,Due to present differences in living standards,separate,The living standards are different and this difference may create trouble,separate,0.7840383920993077
578,The living standards are different and this difference may create trouble,separate,Due to present differences in living standards,separate,0.7840383920993077
1131,The white and negro wouldn't mix. One would pull against the other.,separate,Because whites and Negroes can not mix. ,separate,0.7840237230103927
503,I think that most white people like myself dont want to be around them.,separate,Because most white soldiers don't mix with them.,separate,0.7837512669386132
49,because all will be to the same purpose ,same,Everybody is alike.,same,0.7828618370455328
6,Everybody is alike.,same,because all will be to the same purpose ,same,0.7828618370455328
69,It helps bring relationship - better understanding.,same,Because I think they can understand each other better,separate,0.7827729807273197
854,For sanitary reasons.,separate,Because of Sanitation,separate,0.782748683662036
1008,Because of Sanitation,separate,For sanitary reasons.,separate,0.782748683662036
110,You just can't blend negro and white - this would bring disharmony,separate,Because whites and Negroes can not mix. ,separate,0.7825408684303772
1253,I believe that they are happier and in a better position to advance when they are in their own organizations. (Note 64),separate,I believe that they are happier when around there own kind,separate,0.782314272458557
288,Due to Racial friction,separate,Because of Racial Prejudices.,separate,0.781962974797709
1079,they could cooperate better if the were in seperate outfits.,separate,They would both probably work better in seperate outfits. ,separate,0.7819006438694008
804,They would both probably work better in seperate outfits. ,separate,they could cooperate better if the were in seperate outfits.,separate,0.7819006438694008
823,It seems to me they would rather have it so,separate,I would rather have it that way anyhow.,separate,0.7817503799843518
896,I would rather have it that way anyhow.,separate,It seems to me they would rather have it so,separate,0.7817503799843518
973,They will make better teams if they're not together.,separate,They are probably happier that way and have a better chance to show what they can do. Too much friction if they were together.,separate,0.7811571473440545
1209,"Negroes do better with their own officers, and a white man would hate to have a negro [unclear][/unclear] in his outfit.",separate,A Negro will do better with his fellows than with white soldiers,separate,0.7809938582979118
559,Because negros and Whites live different,separate,Because the [unclear]characteristics[/unclear] of most Negros and White [unclear][/unclear] have been raised separately and are different from white people.,separate,0.7803116768365037
488,Yes because of the disliking of many whites and negroes,separate,Most whites don't like the Negros. ,separate,0.7800520212357738
483,because I think I am better than a negro,separate,Because some negro think they are better than white,separate,0.7798033015859915
932,See comment #6,separate,Same reason as #6,separate,0.7797217162038478
781,Because the whites feel the negroes inferior and Cooperation would be null.,separate,A negro would be discriminated against in any white outfit and whites would resent being with them getting equal treatment.,separate,0.7796188552959493
1167,Well they probably couldnt agree with each other.,separate,They would not get along,separate,0.7787571742407863
535,They stay on their side I stay on mine,separate,They should stay in their place.,same,0.7785556771057077
699,Because they be better with their same [deletion][/deletion] people.,separate,We [deletion]would[/deletion] get along better when were seprated.,separate,0.7783456639505838
393,We [deletion]would[/deletion] get along better when were seprated.,separate,Because they be better with their same [deletion][/deletion] people.,separate,0.7783456639505838
387,Whites would take advantage of Negros which would end up into serious trouble. ,separate,Some whites think they are superior to negros and trouble would arise otherwise,separate,0.7777015562356034
1134,It helps the morale of both races.,separate,Both races enjoy it more that way.,separate,0.7772585632954314
634,"As negroes are proud of their accomplishments, a total negro outfit would be more effective.",separate,"They will work better together with the ones they like, naturally their fellow negroes",separate,0.7771531694478642
1211,Negro should not be together with one but negros,separate,I wouldn't want to be in with any negroes.,separate,0.7770839214477616
912,Because it would be more healthy for them.,separate,"Because they feel themselves better, or higher intelligent",separate,0.7769089798144173
583,Because no wite fellow want a negro sleeping becide him.,separate,Who wants a negro sleeping by him.,separate,0.7764650021227677
1240,Who wants a negro sleeping by him.,separate,Because no wite fellow want a negro sleeping becide him.,separate,0.7764650021227677
984,"I have no dislike for the negro, but I believe they work better among themselves",separate,The negroes are usually more satisfied among themselves.,separate,0.7754797215963412
735,Keeping them separate makes them try to be better than a white outfit,separate,it makes better training to keep them separate,separate,0.7750102418724222
315,It is better for this reason and that is the most. Fights. ,separate,In this manner they will fight much better and get along much better with one another,separate,0.7745167057453706
814,Better cooperation if an outfit is made up with one race.,separate,As a general rule one race will cooperate better than more than one race.,separate,0.7743023680849099
40,They would make better soldiers because they would be treated equal,same,Understanding one another they would make a better team.,separate,0.7741942165985265
469,Because a negroe is a dirty human and has many dieases which the whites ussaly do not have,separate,Because some of the negro People are very Dirty and [unclear][/unclear],separate,0.7733142879426804
807,Being different races (very different) they would not like to drill together eat or sleep together. there would be very much friction,separate,There would always be friction between the two & they wouldn't work as a unit.,separate,0.7733037971771042
768,Because of most white people would not like it & if it didn't happen then it wouldn't last long.,separate,I think that most white people like myself dont want to be around them.,separate,0.7731743586045827
676,At Sometimes the negros think that they are bitter then the white soldiers,separate,As some White Soldiers don't like Negroes around them. ,separate,0.7728098788016505
1231,It would cause a lot of racial discrimination if they were together,separate,There would be too much racial difficulties,separate,0.7720176358497354
1118,The two races wouldn't work together.,separate,They wouldn't work together,separate,0.772013604633237
238,I'm still from the South.,separate,Because I am from the south.,separate,0.7716259878624719
1077,Because I am from the south.,separate,I'm still from the South.,separate,0.7716259878624719
89,Each to his [unclear][/unclear],separate,the have different [unclear][/unclear] [unclear][/unclear],separate,0.7715649862492685
802,Sothern soldirs and Negroes don't love one another,separate,Because the south doesn't like negro's.,separate,0.7714784005013339
901,It would be easier to maintain discipline,separate,THEY WORK BETTER THAT WAY,separate,0.7713656357838279
610,To avoid riots or disorders,separate,To avoid jelousy,separate,0.7713624269150031
445,To avoid jelousy,separate,To avoid riots or disorders,separate,0.7713624269150031
831,"Why antagonize those who have, have had, and will always continue to have a sort of inborn aversion to Negroes.",separate,many people detest the negro therefore if together would be trouble all the time.,separate,0.7712958878420126
1071,Cause they'll make better outfits by themself,separate,I think they would make better soldiers in their own outfits.,separate,0.7711405810814057
240,Give them a better chance for advancement,separate,I think they can work better and have a better chance.,separate,0.7711049533201592
756,I think white and negro soldiers get along better when they are separated.,separate,I think negroes get along better with negroes and the same goes for the whites.,separate,0.7710822591192423
1078,There is too much racial prejudice [deletion]for[/deletion],separate,Because of Racial Prejudices.,separate,0.7708218974810919
657,negros are more dirty than a white fellow,separate,Because some of the negro People are very Dirty and [unclear][/unclear],separate,0.7706140997215382
750,If outfits were made up of both trouble would result,separate,It might create trouble in the outfits.,separate,0.7697233467416265
981,Think that the mixture of classes of men that we have in general service could not get along together with negroes.,separate,There are a lot of soldiers tha would not be able to get along with the negroes.,separate,0.7692459669810627
533,we would not want a negro sgt or Lt. capt or what not to give us white order,separate,I'm sure a white soldier wouldn't like the idea of taking orders from a negro Officer or Non-com.,separate,0.7690765727455132
494,The negroes should stay in their own outfit because of their race.,separate,The Negro is a different race of person altogether and should be kept in his place.,separate,0.768589277759684
1035,This would promote a feeling of [unclear][/unclear],separate,I wanted want to [unclear][/unclear] in the same [unclear][/unclear],separate,0.7683113293139532
856,I wanted want to [unclear][/unclear] in the same [unclear][/unclear],separate,This would promote a feeling of [unclear][/unclear],separate,0.7683113293139532
103,Because they are colored and they look dirty.,separate,Because some of the negro People are very Dirty and [unclear][/unclear],separate,0.7681532566754451
579,It will help prevent friction between whites and negroes,separate,I think negroes get along better with negroes and the same goes for the whites.,separate,0.7680329097620504
1238,It is the only way to get along in my opinion.,separate,It is the only way for understanding each other,same,0.7674631170845745
7,It is the only way for understanding each other,same,It is the only way to get along in my opinion.,separate,0.7674631170845745
936,"I think they like being together and so do we, and there can't be any resentment",separate,No personal prejudice - just feel it will work better with the majority.,separate,0.7674087696904505
953,No personal prejudice - just feel it will work better with the majority.,separate,"I think they like being together and so do we, and there can't be any resentment",separate,0.7674087696904505
682,they shoulld [should] be in seprate [separate] outfits because they are different from white people.,separate,Because they are different from white people,separate,0.7672254969213186
245,Tho I do approve of white officers,separate,you'd feel more satisfied with white commander,separate,0.7671990641856989
298,they dont mix good,separate,they usuly dont mix,separate,0.7666522130420479
1009,I know I wouldnt want to be in a negro outfit their would be plenty of fighting,separate,I wouldn't want to be in with any negroes.,separate,0.7653996639123855
970,Negro soldiers would tend to have discrepacies against white officers & NCOs & vise versa,separate,Too many white soldiers are prejudiced against the negro,separate,0.7653913627451719
93,I still don't think the negros and white should mix,separate,Because white & Negro don't mix,separate,0.7647581469670016
1025,"In my outfit they are mixed, but the Negro knows his place and stays in it.",separate,I think a negro is all right if he stay in his place.,separate,0.7642418677889945
525,By keeping the white and black race separated they both would accomplish more,separate,In order to keep the feeling of white & black separate and less fighting,separate,0.7641569241064795
297,In order to keep the feeling of white & black separate and less fighting,separate,By keeping the white and black race separated they both would accomplish more,separate,0.7641569241064795
173,Mainly for ther own ease and comfort ,separate,because of less trouble,separate,0.7639349778581266
20,Keep the colored race seperate from the white race,same,Still believe in keeping the White Race & Negro race separated.,separate,0.7633579971209958
816,Still believe in keeping the White Race & Negro race separated.,separate,Keep the colored race seperate from the white race,same,0.7633579971209958
432,"The colored are happier with ""buddies"" of their own race, same goes for whites.",separate,A negro is a lot happier when with one of his own color.,separate,0.7627865990260407
1226,Should have more [unclear]?[/unclear],separate,I wanted want to [unclear][/unclear] in the same [unclear][/unclear],separate,0.7613636093970566
1163,Because I think they would accomplish more.,separate,Because there will be more cooperation that way.,separate,0.7612164192956784
760,A white soldier is far superior to a negro soldier. They'd never get along.,separate,The white and negro will never get along as complete equals,separate,0.7611070441626456
758,There would be too much racial differences and would tend to impair the efficiency of the outfit,separate,There would be too much racial difficulties,separate,0.760961269246779
1115,Personally I do not believe that whites should fraternalize with negroes to that extent.,separate,I still don't think the negros and white should mix,separate,0.7604413473381443
107,Probably better cooperation when there's separate outfits even with white southerners + white northerners,separate,"They would cooperate better in separate outfits, in my opinion",separate,0.7596322004677039
986,If the colored and whites are mixed - there would be trouble among them.,separate,Cause the white and the negro might have trouble.,separate,0.7592299229637651
458,Many white people have no use for the negroes and would prevent riots.,separate,Because white people can't work with Negro's,separate,0.7590804054611755
341,The [they] could never get along together for a long time,separate,They couldn't get along together.,separate,0.7590178662278203
999,Same as last answer,separate,Same as previous question.,separate,0.7588979195407495
1108,Same as previous question.,separate,Same as last answer,separate,0.7588979195407495
553,Then there would be no excuse for trouble between Whites and Negros.,separate,Because if Negroes are put in with whites they won't work together.,separate,0.758395356062217
44,Should be in the same outfits but not in the same barracks. They should work together.,same,I say they should be in the same outfit but they should be in different companies,same,0.7578554809784874
24,I say they should be in the same outfit but they should be in different companies,same,Should be in the same outfits but not in the same barracks. They should work together.,same,0.7578554809784874
505,Because they can work together with there own kind.,separate,They will work better among their own race,separate,0.7576851085488416
9,"I believe they should be separate and still in same outfit, it's possible to work for the same ideals and end.",same,They would be happier together and in their own separate outfit.,separate,0.7576045559000386
858,I don't want to be that close to them.,separate,They should not be together in any place.,separate,0.7570896307519537
331,Because a negro is not as as good a fiter as white they are nasty yellow or and unfair fiter,separate,because negros and whites doesn't work well enough together,separate,0.7569177311053825
992,Not to mind with white.,separate,White's feel they are better.,separate,0.7566740313221082
629,Let the Negor stay in his place.,separate,They should stay in their place.,same,0.7566037532712742
723,Separate outfits with their own colored officers,separate,"The Negro should be in separate outfit, with Negro officers",separate,0.7561438144439557
1196,"The Negro should be in separate outfit, with Negro officers",separate,Separate outfits with their own colored officers,separate,0.7561438144439557
1251,Negros are not bad but let them stay to their self.,separate,What have we in common with a negro? They should stay in their place. ,separate,0.7560864885666719
1012,"There is bound to be discord, and negroes would not have the chance that white persons would.",separate,many people detest the negro therefore if together would be trouble all the time.,separate,0.7559928446527799
353,Most of us soldiers just don't like niggers. Thats all --,separate,As some White Soldiers don't like Negroes around them. ,separate,0.7555745114088152
1187,It isn't fair to either to put them in the same outfit.,separate,The wouldn't get along any to good in the same outfit.,separate,0.7555225554611683
528,In my section of the country negroes & white seldom become friendly. Negroes are of a separate race & color & I think should be kept partially if not wholly separated from all white troops. Due to background of different soldiers from different sections separation is very important int he army.,separate,On the questions of white and negro troops being separated I think [it's][/it a] a very good idea. Many soldiers here are southerners and have no use for a negro. I am a northerner but I do not like negro's.,separate,0.7554991362696771
1212,On the questions of white and negro troops being separated I think [it's][/it a] a very good idea. Many soldiers here are southerners and have no use for a negro. I am a northerner but I do not like negro's.,separate,In my section of the country negroes & white seldom become friendly. Negroes are of a separate race & color & I think should be kept partially if not wholly separated from all white troops. Due to background of different soldiers from different sections separation is very important int he army.,separate,0.7554991362696771
