,subject_id,image_name,image_name_2,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T15,T31,T32
80,15863360,2521127-16-0086.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",9,"[""Don't know""]",6,The army should give a soldier like me a chance [unclear][/unclear][unclear][/unclear] with a [unclear][/unclear][unclear][/unclear],,The army should give a soldier like me a chance where could make the grade with a criple hand.,,,,,,,,
81,15863364,2521127-16-0087.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"[""Don't know""]",,,,The Army should give the men the branch of the Army that the men will be more interested in and then the soldier would be satisfied and would work a lot harder for his unit.,,,,,,,,
82,15863367,2521127-16-0088.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,['Things are a lot worse'],,I don't think people are informed why they are transferred from one part of the army to another part. I think there is a lot of promotions made on account of such action. I think the non-comms and acting on-comms could give the order more politely. They should allow a person more than one gig in order not to get a pass.,,I don't think people are informed why they are transferred from one part of the Army to another part. I think there is a lot of promotions made on account of such actions. I think the non-coms and acting non-coms could give the orders more politely. They should allow a person more than one gig in order not to get a pass.,,,,,,,,
83,15863369,2521127-16-0089.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,,,"Back over a few pages in the questions about the Japs and Germans, I said they should be wiped off the face of the earth, well I still think so but if they surrendered and gave up all that they have captured and agreed to some very strict peace terms and prepare in some way to hold them to those terms it might be all right to let them surrender. ",,,,,,,,
84,15863371,2521127-16-0090.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,"This test was very difficult for a non-soldering outfit. I believe it is very difficult to combine soldiering with police work. I have very little to complain about as I'm stationed very near home, and even though passes are slow when I obtain one I can see my relatives and friends.",,"This test was very difficult for a non-soldiering outfit. I believe it is very difficult to combine Soldiering with police work [paragraph] I have very little to complain about as I'm stationed very near home, and even though passes are scarce when I abtain one I can see my relatives & friends. ",,,,,,,,
85,15863375,2521127-16-0091.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"Being refused entrance into the Cadet Guards disappointed me greatly but if so many others can take it, I can also.",Being refused entrance into the Coast Guard disappointed me greatly but if so many other can take is I can also.,,,,,,,,,
86,15863378,2521127-16-0092.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",9,['Things are a little worse'],4,,,"I would like my outfit a lot better if they would give us a little more time off. I've been working for 9 weeks without a day off. have had 10 day furlough in 2 years. Other outfits get them regularly. Can't see any differences in our outfits. We have plenty of men for the work we do but sill when you ask for time off there is the same old answer ""can't spare the men.""",,,,,,,,
87,15863381,2521127-16-0093.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,,,I would like to go over there before it is over. I am 32 and I can stand up and do my part if they give me a chance.,,,,,,,,
88,15863384,2521127-16-0094.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,,,"Wish that we had more chance to choose what we wish to do in the Army. Also that there was not so much ""red tape"" and politics mixed up with the Army Administration and organization.",,,,,,,,
89,15863387,2521127-16-0095.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],[unclear][/unclear],['Things are a little worse'],[unclear][/unclear],,,It is my frank opinion that I could be of more use in some other outfit besides this one. I just can't get serious over this [unclear][/unclear] work. It makes you feel like a boy scout. If there was any possible way of transferring into an overseas outfit I would gladly grab it. Let the WAC's pull interior guard and free some men for combat.,,,,,,,,
90,15863391,2521127-16-0096.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"['Things are a little better, but not much']",,"In this particular outfit - more time should be spent on exercise, hikes, swimming, ball playing, etc - many are out of condition physically. A plan should be made or some sort of schedule as to passes etc. not just on weekends but during the week for the boys who had weekend duties - inspections should be a but more strict on personal In an out fit such as an M. P. outfit. There should be more physical build up than",,"In this particular outfit - more time should be spent on exercise, hiking, swimming ball playing etc - many are out of condition physically. A plan should be made or some sort of schedule as to passes etc. Not just on weekends but during the week for the boys who had weekend duties - inspections should be a bit more strict on personal inspections. I'm in outfit such as an M.P. outfit. There should be more physical build up than ",,,,,,,,
91,15863393,2521127-16-0097.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,we are getting now. Also being armed with a 45 cal. [caliber] pistol we should at least fire the gun once a month or oftener.,,,,,,,,,,
92,15863396,2521127-16-0098.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,(97) Mother was hurt very bad last Fall. If we had more time off in the outfit we would work together a lot better. If we could get outside and meet people and go to dances we would think in different ways than we do. Its nice to get any from it off for a few days and relax. ,,Mother was hurt very bad last Fall. If we had more time off in this outfit we would work together a lot better. If we could get outside and meet people and go to dances we would think in different ways than we do. It's nice to get away from it all for a few days and be home.,,,,,,,,
93,15863399,2521127-16-0099.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],7,['Things are a little worse'],4,,,"I think that this rule about 15% of organization on pass at one time is foolish. AR regs (I think) 15% on furlough at a time. Pass, even 3-day, is certainly not a furlough. Another outfit in our training center allows, so far as I know, unlimited passes. The personnel of that outfit would be necessary in time of attack, as personnel of our outfit would be practically useless. Yet they get passes where we can't. We aren't allowed enough free time in this outfit. We are up at 5:30 or 5?45 every morning, yet reveille isn't till 6:10. We are barely back from chow when we fall out to police up around",,,,,,,,
94,15863400,2521127-16-0100.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"the sea. 7:00 am then get about ten minutes to shave, wash, etc. before drill call at 7:20 (We stand in fomration till 7:30). At Noon we fall out at 12:35 instead of 12:45 as we should. E am ? what difference that ten minutes makes. Every man should be issued 2 suntan overseas caps. I've have to sent them to cleaners where they get dirty & then have nothing to wear. Also, move or clean socks should be issued, because the laundry takes so long that I have to wear a pair for 5 days. Do they smell! (paragraph) I think that the officers of my outfit are swell, but a lot of the noncoms (non-commissioned officers) are nasty at times.",,,,,,,,,,
95,15863403,2521127-16-0101.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",none,"['Things are a little better, but not much']",none,I dont think the army or at least this camp gives enough passes as for furloughs. I think they should receive one at least every 6 months and probably more often while they are in the US. Seeing your folks means a lot fo a individual and gives him new ambitions as well as moral - most soldiers like the army pretty well if they can get home once in awhile. ,,I don't think the army or at least this camp gives enough passes as for furloughs. I think they should receive one at least every 6 months and probably more often while they are in the U.S. See your folks means a lot to a individual and gives him new [unclear][/unclear] as well as moral. Most soldiers like the army pretty well if they can get home once in awhile. ,,,,,,,,
96,15863406,2521127-16-0102.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"Also I think men should be placed more in what they want. Seems like you are placed in just the opposite thing to what you want. Also transfers are too hard to get. If you are placed in one thing and don't like it I think they should be allowed to change to another branch. [paragraph] I also think the agriculture situation is being neglected. Where I come from big farms are standing idle because there is no one to run & work on them. In my own case, Dad had to sell about 2 thousand chickens when I came in the army because he couldn't run them himself & he couldn't hire anybody. A shortage of food would mean disaster & that is what we're headed for. [paragraph] Also we are training all our men as soldiers when China would be glad to furnish her men if we'd supply them with armament. [paragraph] In most respects though the army is run pretty efficiently.",,,,,,,,,,
97,15863409,2521127-16-0103.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot better'],,,,I think married men should be allowed to have overnight passes.,,,,,,,,
98,15863412,2521127-16-0104.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,"Please try to organize a [underlined]large[/underlined] peacetime organized reserve. Don't junk the small arms and uniforms after this war, but give them, or make them available for public sale. Make your reserve program compulsory, if necessary. Study Switzerland's peacetime system, and consider its merits. Try to popularize rifle shooting. Make your surplus available to the public. Do everything to discourage the crack-pot anti-firearms legislations, but use your enlisted reserve and the National ",,"Please Try To Organize A [underline]Large[/underline] Peacetime Organized Reserve. Don't Junk The Small Arms And Uniforms After This War, But Give Them, Or Make Them Available For Public Sale. Make Your Reserve Program Compulsory, If Necessary. Study Switzerland's Peacetime System, And Consider Its Merits. Try To Popularize Rifle Shooting. Make Your Surplus Ammunition Available To The Public. Do Everything To Discourage The Crack-Pot Anti-Firearms Legislation, But Use Your Enlisted Reserve And The National",,,,,,,,
99,15863415,2521127-16-0105.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"Rifle Association to interest the public in carefully supervised rifle shooting. Organize more rifle clubs. The General Public, if familiar with the use of small arms, will prove a valuable asset in all future national emergencies. Interest them in their weapons; not in the military application of them. They will enjoy the recreational use of them, and when an emergency occurs, they will discover that they are able to individually defend themselves.",,,,,,,,,,
100,15863417,2521127-16-0106.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",9,"[""I don't see any difference""]",3,"If I were not going into ASTP, I feel that I would not be as good a soldier as I want to be.",,"If I were not going into ASTP, I feel that I would not be as good a soldier as I want to be.",,,,,,,,
101,15863420,2521127-16-0107.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],[unclear][/unclear],"[""I don't see any difference""]",[unclear][/unclear],,,"at this time there is little I can add, for I think this was a very good, exact and complete form.",,,,,,,,
102,15863422,2521127-16-0108.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot worse'],,,,"My Mother came here and she thinks this is a hell hole. Non coms shit all over a private. They talked to my Mother like she was some no good for nothing, when I mention it I got 9 days extra detail.",,,,,,,,
103,15863425,2521127-16-0109.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,,,I am sorry I could not finish my last quarter year at college. The E.R.C.'s was a bad deal to catch men in. I do believe the government or War Dept. could do better by fairness.,,,,,,,,
104,15863428,2521127-16-0110.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,,,I don't think officers follow their rules on conducting classes nearly as well as they expect enlisted men to follow their orders.,,,,,,,,
105,15863432,2521127-16-0111.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a lot worse'],,"Our Army could use Mess Sergeant who can explain a job better -- and just because some Joe has been ""hanging"" around a camp for years is no reason why he should think he is a general. [paragraph] Goldbricke ought to be given KP three times a week. ",,"Our Army could Mess Sergeants who can explain a job better - and just because some Joe has been ""hanging"" around a comp for years is no reason why he should think he is a general. (paragraph) Goldbricks ought to be given K.P. (Kitchen Patrol) three times a week.",,,,,,,,
106,15863434,2521127-16-0112.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",,"My folks have 4 boys in the service, and they miss us, but they're doing a swell job at home and seem to make out damn good. [paragraph] Remark on 90. Most of the guys are like me, they don't like the army, love civilian life, but know it isn't what they left.",,"My folks have 4 boys in the service, and they miss us, but they're doing a swell job at home and seem to make out damn good. Remark on 90. Most of the guys are like me, they don't like the army, love civilian life, but know it isn't what they left.",,,,,,,,
107,15863437,2521127-16-0113.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,I wish everyone could be put with us swell a bunch of guys as I am with,I wish everyone could be put with[unclear] that[/unclear] swell a bunch of guys and are with.,,,,,,,,,
108,15863439,2521127-16-0114.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot worse'],,Too much time is wasted by lack of planing (planning) by officers or non-coms (non-commissioned officers).,,Too much time is wasted by lack of planning by officers or non-coms.,,,,,,,,
109,15863442,2521127-16-0115.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",,"As far as I can notice these questions have fully covered about every phase of the army. Except, perhaps, of the one thing that so many men find discouraging and that is the 'channels' of communication for every detail - known as 'Red Tape'. I think that possibly some of that could be done away with. That is the only remark I have.",,"As far as I can notice these questions have fully covered about every phase of the army. Except, perhaps, of the one thing that so many men find discouraging and that is the 'channels' of communication for every detail-known as 'Red Tape"". I think that possibly some of that could be don away with. That is the only remark I have. ",,,,,,,,
110,15863445,2521127-16-0116.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,I believe a sholdiger (soldier) should not go AWOL (absent without leave). He should think of the boy (boys) fighting on the fronts and think if they can leave when tired and sore.,,I believe a soldier should not go AWOL he should think of the boy fighting on the fronts and think if they can leave when tired and sore.,,,,,,,,
111,15863447,2521127-16-0117.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,,,The rules of discipline are fine and necessary. The petty meanness of a few non coms especially the higher ranking are entirely uncalled for and damage the morale and the conduct of the men to an alarming extent.,,,,,,,,
112,15863449,2521127-16-0118.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",9,['Things are a little worse'],4,In regards to the above question wages are much higher but living conditions are not to good. Paragraph My own Personal Remark in that I feel that I didn't get a square deal on being drafted. I am the father of 3 children and I know plenty of single fellows who are not being drafted,,"In regards to the above question , wages are much higher but living conditions are not so good. My own personal remark is that I feel that I didn't get a [unclear][/unclear] deal on being drafted. I am the father of 3 children and i know plenty of single fellows who are not being drafted",,,,,,,,
113,15863450,2521127-16-0119.jpg,2521127-16-0120.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,"['Things are a little better, but not much']",,before he is shipped overseas,before he is shipped over seas.,I think more care should be exercized in placement of men. I also think the men can be treated much more like men and less as morons and get better results. Too much time is spent on small worthless points and technical training is definitely lacking. Every soldier should get a furlough,,,,,,,,
114,15863456,2521127-16-0121.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,"[""I don't see any difference""]",,,,"If men can interest themselves in what ever they're doing and realize the importance of it, there would be fewer awol's and better trained men.",,,,,,,,
115,15863458,2521127-16-0122.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,,,"what gripes me most in the army is this: For some reson [reason] men here are guilty of anything their commanders (commissioned and non com [non-commissioned] wish to charge them with until they are proved innocent. Why should a man be punished, made to do his extra duty before he [deletion]fulfils the Jerk[/deletion] can appeal? Why should I not get a chance to talk back when my weekend pass has been revoked? If there is a reason for everything in the army (as the orientation films claim) why aren't",,,,,,,,
116,15863461,2521127-16-0123.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"we who are directed involved told of them? It does me no good to be told by a sergeant that the corporal the day before had no right to make me take KP - after I have had a full day of [unclear]druggery[/unclear]. The army is the last place in the country where someone has the power of life and death over you without your [unclear]murmur[/unclear] country. Everybody know that a court marshal is a beautiful farce - if you are called up, you might just as well turn in your chips and quit. The army recognizes no extenuating circumstances and this is nonsense, and mostly laziness I think. Why am I responsible if the train I ride on is many hours late? The officers cannot have so much to do that they cannot examine the details - and if they are so busy, the whole administration is indicted. Everybody recognizes that Jean Valjean was condemned without cause, but this is precisely the sort of thing the army goes for, and in a big way. I do not say there should not be discipline - there must be - but we in the army are not soldiers. We are civilians doing our duties, and we should by all rights be treated as such.",,,,,,,,,,
117,15863464,2521127-16-0124.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",,,,"I would like to know about new WO regulations on such subjects as furloughs, ASTP, and other subjects. Others know (such as NCO's and Officers) why don't we?",,,,,,,,
118,15863467,2521127-16-0125.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['Other/No answer'],Havent asked for any yet.,['Things are a little worse'],,"When one realizes what a tremendous job it is to run an organization like the army he should realize how very efficient this organization is. On the whole I have very few ""kicks"" coming.",,"When one realizes what a tremendous job it is to run an organization like the army, he should realize how very efficient this organization is. On the whole I have very few ""kicks"" coming.",,,,,,,,
119,15863468,2521127-16-0126.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",,To put the men in branches where their skills are used.,,to put the men in branches where there skills are in,,,,,,,,
120,15863472,2521127-16-0127.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,,,I think the army is run as efficiently as any such large organization can be run.,,,,,,,,
121,15863476,2521127-16-0128.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,,,"We aren't given all the food we can eat and it isn't well cooked or seasoned. Some meals we have a lot left over, other meals we don't have enough.",,,,,,,,
122,15863483,2521127-16-0129.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a lot worse'],,,,"The army should end or eliminate red tape, inconsistency of rules and a better public information service as to how the Army operates and what the public should expect of the Army.",,,,,,,,
123,15863485,2521127-16-0130.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",(only 3 mo.s [months] service),['Things are a lot better'],,,,"  Fellows in our outfit are giving their full time to the army, but you wont utilize us. We aren't lazy! Instead of giving 45 hrs. instructions on ""inspection before driving"", give us mechanical instruction so that we can run a motor in a pinch. The physical program is far too easy--a tougher physical!",,,,,,,,
124,15863490,2521127-16-0131.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,,,I feel that this survey was very interesting and it made me think I can't understand how one may get any completed information from this. I feel also that its good to have these only so as to make this swell army more complete. We can always add on new things and I believe we are well on our way to victory as a country - so lets improve,,,,,,,,
125,15863493,2521127-16-0132.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"our mistakes and end this damn war. The sooner the quicker. I like army life but give me those civilian dates and those swell nights back home. More passes might change this, but a furlough would sure be the thing . I have been in six months had one furlough cancelled now they say I won't get any until January 1944. Is that right I ask. Reason for first furlough being cancelled was because I attended a two week Cadre school at Camp Roberts. [paragraph] Well I believe my opinions are closed for now - I enjoyed your quiz.",,,,,,,,,,
126,15863496,2521127-16-0133.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['Other/No answer'],,"['Things are a little better, but not much']",,,,"I think the com. officers should get together more about lectures on different army equipment, because one officer will tell you one thing and the next day you get hell because you don't do it the way the last officer wants you to do. I think the officers should have voice training or something when giving orders will marching. I",,,,,,,,
127,15863499,2521127-16-0134.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,was in college B.O.T.C. and the officers their could be heard.,was on college R.O.T.C. and the Officers there could be heard.,,,,,,,,,
128,15863503,2521127-16-0135.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,"[""I don't see any difference""]",[unclear][/unclear],"This army is better than last war's army. No reward is meted out for many virtues. ""Suck"" can do wonders. The army is riddled with mental midgets. Too often the ""superiors"" are prone to hurt their inferiors - a natural inexcusable phenomenon. ",,"This army is better than last war's army. No reward is meted out for many virtues. [paragraph] ""Suck"" can do wonders. [paragraph] The army is riddled with mental midgets. [paragraph] Too often the ""superiors"" are prone to hurt their inferiors - A natural inescapable phenomena ",,,,,,,,
129,15863505,2521127-16-0136.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",,,,Although the A.U.S. is better than the regular army there is still too much internal politics. All so too much pettishness about rank and authority. A man can be a gentleman without brass on his shoulders. Too much propaganda about the,,,,,,,,
130,15863510,2521127-16-0137.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,Army classification system -- Actually the method of classification is [unclear][/unclear] Also why doesn't the army keeps it promises to reserve components the way the navy & marine corps do. Too many Utah men in this training camp. Some of my thoughts here may seem weird but they are my thoughts of the moment.,,,,,,,,,,
131,15863511,2521127-16-0138.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a lot better'],,,,"  I think this 5 day furlough after basic is a wonderful moral builder and it should be granted to all men when they finish basic, not just to those going to points of embarkation.  Things usually seem darkest for a soldier about that time and those few days would give him time to get himself as well as his affairs in a better state thus giving you a better soldier.",,,,,,,,
132,15863513,2521127-16-0139.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,['Things are a little worse'],,1. There is too much red tape - (paragraph) 2. Too many noncoms (non commissioned officers) & Lts (lieutenants) drilling one platoon (paragraph) 3. There is a lot of favoratism (favoritism) (paragraph) 4. We don't get the things that the folks at home are going without. (paragraph) 5. Something ahould be done about the japs (japanese) that aren't where should be -,,1. There is too much red tape . 2. Too many non-coms and Lts drilling one platoon. 3. There is a lot of favouritism. 4. We don't get the things that the folks at home are going without. 5. Something should be done about the Japs that aren't where they should be.,,,,,,,,
133,15863516,2521127-16-0140.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a lot better'],,,,"The only remark I have is that the Army does not give enough information on future duty. This is impossible in many cases but in some such as ROTC, as ASTP [unclear][/unclear] could be told what chances they had, where they were likely to go & what they would do. ",,,,,,,,
134,15863518,2521127-16-0141.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],dont deserve furloughs,"[""I don't see any difference""]",,,,,,,,,,,,
135,15863520,2521127-16-0142.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,are not placed in an outfit that is of their caliber. For some men's education and training I think they are getting a raw deal. I know a lot more of them could be placed in different units and they would function a lot better if the situation was to their ability.,,,,,,,,,,
136,15863522,2521127-16-0143.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['Other/No answer'],Havent asked for any.,"['Things are a little better, but not much']",,"I think there could be a more intelligent way of choosing no coms, tho the most of them are o.k. I believe the food could be better and can see no reason for sugar shortage. I believe replacements could be better clothed. But on a whole the",,"I think there could be a mare intelligent way of choosing no coms[non commissioned officers],[deletion][/deletion] [unclear]the[/unclear] the mast of them are a .[unclear]1 h[/unclear].. [paragraph] I belive the food could be better and can see no reason for sugar shortage. [paragraph] I belive replacements cauld be better clathed. [paragraph] But on a reliale the",,,,,,,,
137,15863525,2521127-16-0144.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"the army is run pretty well. a few people like to show their authority, but only make me me anyway, does not deter me in my line of duty and work.",,,,,,,,,,
138,15863527,2521127-16-0145.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,"[""I don't see any difference""]",,I think hair cuts are to high & also the dry cleaning I think we should have a QM [quartermaster] dry cleaning outfit,,I think hair cuts re to high & also the dry cleaning I think we should have a QM [Quartermaster] dry cleaning outfit,,,,,,,,
139,15863529,2521127-16-0146.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,"['Things are a little better, but not much']",,,,"I don't think our non-coms as a whole, are picked properly for in many cases those who merit stripes are overlooked. A case [unclear] in our btry [battery] where a non-com striked one pvt [private] and gets a medal for doing so. I think THAT ([underline]STINKS.[/underline])",,,,,,,,
140,15863534,2521127-16-0147.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],7,['Things are a lot worse'],5,,,    Food is not as good as people say the army is fed. To much of one thing. {paragraph} Why do they ship a fellow living in the east all the way west & vice versa? {paragraph} We don't have much entertainment. Prices in the P.X. are to high. A haircut thats not finish because the barber isn't allowed to trim with the razor.,,,,,,,,
141,15863538,2521127-16-0148.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"When the appearance of a soldier, counts most. [paragraph] U.S.I's in town having nothing free. Transportation to and from town is poorly run. [paragraph] I really think I should be in the Air Corp because my experience as a machinist could be put to more use. Here I'm not using it at all. [paragraph] Traveling time should be given to fellows living 2,000 or 3,000 miles away from camp. [paragraph] Some camps do get it and some do not. I don't see how this is done one place and not another. [paragraph] Things change too fast. One day its this uniform next it's something else The medical doctors should pay a little more attention to fellows going in for care. They think every guy that goes to see them is ""gold bricking"". [paragraph] A fellow should choose the outfit he's suited for instead of being put in any one.","When the appearance of a soldier counts most. (paragraph) U.S. [unclear][/unclear] town having nothing free. Transportation to & from town is poorly run. (Paragraph) I really think I should be in the air corps because my experience as a machinist could be put to more use there. I'm not using it al all. (Paragraph) Traveling time should be given to fellows living 2,000 or 3,000 miles away from camp. (Paragraph) Some camps do get it & some do not. I don't see how this is done one place & not another. (Paragraph) Things change to fast. One day its this uniform but its some- thing else. The Medical Doctors should pay a little more attention to fellows going in for care. They think every guy that goes to see them is ""goldbricking"" (Paragraph) a fellow should choose the outfit he's suited for instead of being put in any one. ",,,,,,,,,
142,15863541,2521127-16-0149.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,"['Things are a little better, but not much']",,,,1. They should at least give a soldier a furlough every six months if not in combat 2. When a soldier gets operated on anything such as apendix or rupture or has broken legs they should send him home for a few days rest.,,,,,,,,
143,15863544,2521127-16-0150.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of furloughs but not passes'],,['Things are a little worse'],,"On a whole the training isn't too bad. But I see no reason why [unclear][/unclear] should be sent from one end of the country to the other for training. I'm married and I'd like to see my wife and family more often, but 3000 miles is a long way to go. I also think that some of the officers are given too much power. A Private has no say. As a civilian no one told me what to do and when, after all",,On a whole the Army isn't too bad. But I see no reason why men should be sent from one end of the country to the other for training. I'm married & I'd like to see my wife & family more often but 3000miles is along way to go. I also think that some of the Officers are given too much power. A Private has no say. As a civilian no one told me what to do & when after all.,,,,,,,,
144,15863546,2521127-16-0151.jpg,,"A document that contains one question (Q.97, [Continued])",,,,,"We're supposed to e fighting for ""Freedom"". Why not have some of it now. There is a certain point at which Military discipline ends & becomes Naziism (Nazism). Furthermore prices are too high at Dry Cleaning, Haircuts and Transportation is inadequate. There is very little entertainment to be had in nearby towns.","We're supposed to be fighting for ""Freedom"" why not have some of it now. There is a certain point at which military discipline ends & becomes Nazism. Furthermore prices are too high at Dry cleaning, Haircuts and transportation is inadequate. There is very little entertainment to be had in nearby towns.",,,,,,,,,
145,15863551,2521127-16-0152.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Other/No answer'],,I would like to get out of this camp pretty soon and get a furlough.,,I would like to get out of this camp pretty soon and get a furlough.,,,,,,,,
146,15863554,2521127-16-0153.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],[unclear][/unclear],"['Things are a little better, but not much']",[unclear][/unclear],The corples (corporals) are not very good because they don't know enouf (enough) about the mil (military). They are supose (supposed) to do. There are a lot of pvt (privates) that know more but I don't say it is me. But I know of pvts (privates) that does (do). The plat (platoon) Sergeant is a smart good for nothing who thinks he know (knows) a lot but don't know nothing (anything). ,,[unclear][/unclear],,,,,,,,
