,index,transcriber_tag,expert_tag_1,score_1,expert_tag_2,score_2,expert_tag_3,score_3
2459,2459,officerproblems,soldier deposits,0.8714240789413452,job turnover,0.8598565459251404,officers,0.8395910263061523
2606,2606,peace,food,0.871399998664856,morale,0.8550747036933899,headquarters,0.848226010799408
771,771,concerns,opinions,0.8713302612304688,attitudes,0.8548104166984558,training,0.8534757494926453
1637,1637,hostilities,combat,0.8712487816810608,postwar,0.8530643582344055,orientation,0.8365878462791443
636,636,civilianclothes,civilian skills,0.8712366223335266,clothing,0.8673182725906372,german clothing,0.85617595911026
769,769,concernedsoldier,soldier deposits,0.8711917400360107,homefront,0.8171119689941406,enemies,0.7976043224334717
2901,2901,racist,segregation,0.8710395693778992,blacks,0.8681047558784485,racial,0.8631448149681091
1056,1056,eating,food,0.871008574962616,training,0.8708810806274414,orientation,0.8341060876846313
98,98,agitation,aggression,0.871005654335022,training,0.8659493923187256,orientation,0.838718056678772
2030,2030,makingmen,fighting facts,0.8709922432899475,goldbricking,0.8199542760848999,soldier deposits,0.8138318657875061
2868,2868,questionable,aggression,0.8709218502044678,racial,0.8583712577819824,yank,0.8569561243057251
464,464,bothered,racial,0.870880663394928,yank,0.8507295250892639,rules,0.8271376490592957
2125,2125,militaryjustice,military police,0.8708779215812683,leadership,0.8064148426055908,service personnel,0.797685444355011
3512,3512,thankful,aggression,0.8708005547523499,food,0.8363421559333801,soldier deposits,0.8243159055709839
1107,1107,enjoyment,aggression,0.8707838654518127,duty,0.8509443998336792,recreation,0.8411855697631836
1083,1083,emergencyfurlough,furloughs,0.8706664443016052,limited assignments,0.7788429260253906,war bonds,0.7614453434944153
875,875,defensejobs,civilian skills,0.8705927729606628,war bonds,0.8691871762275696,war industries,0.8523837327957153
1410,1410,gasrations,rations,0.8705803751945496,supplies,0.8360990881919861,war bonds,0.8228522539138794
2629,2629,phones,food,0.870545506477356,headquarters,0.8648625612258911,supplies,0.8465343117713928
3600,3600,treated,racial,0.8704102039337158,rules,0.8641899228096008,training,0.8472881317138672
3030,3030,research,publications,0.8703532218933105,recreation,0.8522791862487793,training,0.8474352955818176
3313,3313,soldiersofcolor,soldier deposits,0.8701537847518921,conscription,0.8447102904319763,war bonds,0.844416081905365
2940,2940,readiness,orientation,0.870146632194519,training,0.8563352227210999,ups,0.8488253951072693
815,815,costofwar,length of war,0.8700471520423889,opinion of allies,0.8175743222236633,prosecution of the war,0.783258318901062
2956,2956,reasonforwar,length of war,0.869934618473053,prosecution of the war,0.7895947694778442,war bonds,0.7697038650512695
1310,1310,flying,training,0.8698711395263672,mission,0.8389284610748291,rotation,0.8353224992752075
2126,2126,militarylife,civilian skills,0.869867742061615,service personnel,0.8231716752052307,combat stress,0.8088980913162231
3774,3774,vocationalguidance,job evaluation,0.8698518872261047,officer training,0.847215473651886,post exchanges,0.8047210574150085
1542,1542,hangar,headquarters,0.8698510527610779,orientation,0.8631213307380676,training,0.8503366112709045
1207,1207,family,headquarters,0.8697901964187622,name,0.8586081266403198,rules,0.8290310502052307
77,77,aeronautics,rotation,0.8697788715362549,recreation,0.8375532627105713,ups,0.8288354277610779
3557,3557,tough,ups,0.8697142004966736,racial,0.8532941341400146,yank,0.8467132449150085
190,190,appreciation,evaluation,0.8696203231811523,opinions,0.8641707301139832,orientation,0.8536683917045593
2987,2987,regualtions,discipline,0.8695744872093201,rules,0.8589178323745728,headquarters,0.8051111698150635
2991,2991,regulations,discipline,0.8695744872093201,rules,0.8589178323745728,headquarters,0.8051111698150635
2757,2757,preference,adjustment,0.8695433735847473,job preference,0.8686111569404602,opinions,0.8538140058517456
1644,1644,humane,rotation,0.8695145845413208,orientation,0.862080991268158,racial,0.8473580479621887
916,916,details,information,0.8694417476654053,opinions,0.8288567066192627,publications,0.8235169053077698
861,861,debt,housing,0.8694363832473755,conscription,0.863066554069519,war bonds,0.860124409198761
215,215,armydiscipline,army insurance,0.8693759441375732,civilian skills,0.8686001300811768,army talks,0.8648461699485779
640,640,civilianlabor,civilian skills,0.8693522214889526,officer training,0.8221874237060547,war bonds,0.8164411783218384
1525,1525,guard,duty,0.8693436980247498,rules,0.862759530544281,training,0.8525840640068054
3592,3592,trapped,headquarters,0.869300127029419,rules,0.8614605069160461,enemies,0.8460681438446045
3141,3141,scared,aggression,0.8692960143089294,headquarters,0.8358024954795837,training,0.8244466185569763
3287,3287,socialstatus,marital status,0.8692319393157959,job satisfaction,0.773743748664856,political views,0.7613021731376648
1547,1547,harassment,rotation,0.869184672832489,orientation,0.8549332618713379,ups,0.8487133979797363
947,947,discharged,racial,0.8691833019256592,rotation,0.8684909343719482,ups,0.8636395931243896
3728,3728,useless,aggression,0.8691149950027466,rules,0.8586710095405579,enemies,0.8522573709487915
2833,2833,prostitution,censorship,0.8690308332443237,conscription,0.8295482993125916,housing,0.829003632068634
3226,3226,shipyard,orientation,0.8690235018730164,rotation,0.853931188583374,training,0.8504433631896973
724,724,command,duty,0.8690081238746643,training,0.8585780262947083,morale,0.8404467701911926
1263,1263,fighting,training,0.8686519861221313,fighting facts,0.8653358221054077,rules,0.8296016454696655
597,597,chasingsuccess,fighting facts,0.8686402440071106,pacific toughness,0.8416436314582825,soldier deposits,0.7967409491539001
348,348,bases,base units,0.8686259984970093,headquarters,0.8088639378547668,overseas combat,0.7927027344703674
3596,3596,traveler,adjustment,0.8685911297798157,orientation,0.8672197461128235,rotation,0.8524515628814697
3742,3742,vehicles,clothing,0.8684539198875427,equipment,0.8542283177375793,food,0.839320957660675
1022,1022,drawings,orientation,0.8684192299842834,training,0.8681199550628662,rotation,0.8441488146781921
1720,1720,infantrymen,infantry,0.8683609962463379,military police,0.811106264591217,service personnel,0.8086729645729065
448,448,bomber,orientation,0.8682976365089417,ups,0.8663845658302307,training,0.8297111988067627
1764,1764,interruption,aggression,0.8680955767631531,brief,0.8391416072845459,headquarters,0.8334726691246033
891,891,dental,housing,0.8678737878799438,orientation,0.8304446339607239,training,0.8192406296730042
582,582,challenging,rules,0.8678293824195862,racial,0.8664534091949463,training,0.8659700155258179
365,365,beer,food,0.8677566647529602,headquarters,0.8233409523963928,rations,0.8209689855575562
3252,3252,situation,aggression,0.8676908612251282,mission,0.864658534526825,training,0.861982524394989
3402,3402,story,rules,0.867662250995636,name,0.8553462624549866,rotation,0.8511325716972351
1851,1851,kids,food,0.8676071763038635,supplies,0.8335391879081726,doctors,0.8111560940742493
3670,3670,unhappysoldier,soldier deposits,0.8675533533096313,combat stress,0.8173125386238098,fighting facts,0.8171113729476929
2917,2917,rainbow,headquarters,0.8673981428146362,yank,0.8470085859298706,homefront,0.8413365483283997
784,784,confusion,aggression,0.8673822283744812,combat stress,0.8346487283706665,fighting facts,0.832798182964325
777,777,confidence,confidence in troops,0.8673665523529053,morale,0.8315461874008179,preparedness,0.8173391819000244
711,711,combatready,combat stress,0.8673596978187561,overseas combat,0.8297868371009827,soldier deposits,0.8295083045959473
177,177,anti,ups,0.8673525452613831,rotation,0.8566831946372986,rules,0.8205310106277466
1451,1451,global,combat,0.8672690391540527,mission,0.8543795347213745,training,0.8464159965515137
427,427,black,blacks,0.867260217666626,brief,0.8203758597373962,racial,0.819152295589447
1652,1652,hygiene,evaluation,0.8672217726707458,housing,0.8560697436332703,segregation,0.8457993865013123
350,350,basic,orientation,0.867214560508728,ups,0.8612502813339233,training,0.8424817323684692
3564,3564,townspeople,racial,0.8671357035636902,rotation,0.8653023838996887,ups,0.8599585294723511
2820,2820,prohibition,segregation,0.8670949935913086,postwar expectations,0.8419615030288696,rotation,0.8276357650756836
535,535,california,alaska,0.86704021692276,italy,0.756817102432251,japan,0.7406818270683289
2982,2982,regimentation,combat stress,0.8670393228530884,job preference,0.8444798588752747,program preferences,0.8397984504699707
211,211,armycareer,army living,0.8670226335525513,overseas combat,0.8350026607513428,service personnel,0.8235626816749573
1909,1909,legislation,censorship,0.8669915795326233,opinions,0.8579711318016052,training,0.8536377549171448
1276,1276,financial,business,0.8669690489768982,combat,0.8510463833808899,training,0.8334497213363647
269,269,arrogance,aggression,0.8668646812438965,segregation,0.8285373449325562,enemies,0.8264963030815125
2014,2014,magazine,magazines,0.8668527007102966,publications,0.7925617098808289,mission,0.7694242000579834
1296,1296,fix,yank,0.8668463826179504,ups,0.8420425653457642,orientation,0.8203423023223877
1128,1128,environment,housing,0.8666574358940125,recreation,0.852837085723877,rules,0.8465890288352966
3312,3312,soldiersleaving,soldier deposits,0.8665658831596375,army talks,0.8430588245391846,fighting facts,0.8275041580200195
3697,3697,unnatural,aggression,0.8665549755096436,duty,0.8306936621665955,soldier deposits,0.8227943778038025
884,884,demanding,aggression,0.8665223717689514,training,0.8570176362991333,yank,0.8475704193115234
2577,2577,parent,name,0.8665080070495605,racial,0.8608988523483276,rotation,0.8496747016906738
623,623,citizen,headquarters,0.8664851188659668,soldier deposits,0.8508327007293701,rotation,0.839913010597229
3428,3428,subjects,opinions,0.8663767576217651,rules,0.8528962731361389,racial,0.8463245034217834
3726,3726,usefuljobs,civilian skills,0.8662657737731934,limited assignments,0.8647112250328064,fighting facts,0.827401340007782
3917,3917,workingman,job turnover,0.8662442564964294,soldier deposits,0.858511209487915,goldbricking,0.7987114787101746
742,742,commissions,opinions,0.8661354780197144,headquarters,0.8477018475532532,training,0.8443297743797302
2180,2180,monkey,headquarters,0.8660728931427002,rules,0.8628272414207458,yank,0.8571451306343079
3092,3092,rude,aggression,0.8660638332366943,duty,0.8310261368751526,yank,0.8237211108207703
2744,2744,pow,pows,0.8660182952880859,conscription,0.7670021653175354,enlisted,0.7620428800582886
1545,1545,happysoldier,soldier deposits,0.8659600019454956,job turnover,0.8157414197921753,returnees,0.8085840940475464
1850,1850,kid,yank,0.8659538626670837,soldier deposits,0.8326656222343445,rotation,0.8252978324890137
1660,1660,ideology,opinions,0.8659339547157288,censorship,0.8428304195404053,leadership,0.8239254355430603
58,58,action,mission,0.8658214211463928,training,0.8551458716392517,rules,0.8428279161453247
718,718,combatzones,overseas combat,0.8656468987464905,forward areas,0.8233462572097778,war bonds,0.808143675327301
3810,3810,warning,aggression,0.8656354546546936,rules,0.8615877628326416,training,0.8485547304153442
3191,3191,serious,aggression,0.8656198382377625,brief,0.8496228456497192,orientation,0.8366605639457703
826,826,cowardice,soldier deposits,0.8656162619590759,job turnover,0.8173319101333618,censorship,0.7883275151252747
830,830,crazy,yank,0.8655655384063721,homefront,0.8477329015731812,ups,0.8465771079063416
2949,2949,realignment,reassignment,0.8655164837837219,redeployment,0.6582781076431274,redistribution stations,0.6559429168701172
2802,2802,privileged,duty,0.8654932975769043,aggression,0.8575636744499207,ups,0.8546659350395203
442,442,bluff,aggression,0.8654047846794128,headquarters,0.8475903868675232,job turnover,0.842521071434021
3406,3406,strenght,efficiency,0.8654024004936218,morale,0.8373683094978333,training,0.8096771836280823
3407,3407,strength,efficiency,0.8654024004936218,morale,0.8373683094978333,training,0.8096771836280823
258,258,armysurveys,army living,0.8653562068939209,army talks,0.8491482138633728,war industries,0.8188716769218445
1746,1746,instructors,headquarters,0.8653426766395569,training,0.8632423877716064,veterans,0.8398565053939819
1231,1231,fathers,enemies,0.8652142882347107,orientation,0.8426602482795715,rotation,0.8319857716560364
3184,3184,separate,orientation,0.8651874661445618,headquarters,0.8581662774085999,training,0.8467303514480591
3187,3187,seperate,orientation,0.8651874661445618,headquarters,0.8581662774085999,training,0.8467303514480591
2118,2118,militaryactivity,military police,0.8651332855224609,officer training,0.8040881156921387,service personnel,0.7993631362915039
1707,1707,inductioncenter,rec centers,0.865125298500061,separation centers,0.8039383888244629,post exchanges,0.7580800652503967
3750,3750,veteran,veterans,0.8650587797164917,soldier deposits,0.819737434387207,training,0.7958047389984131
2038,2038,management,business,0.8649000525474548,evaluation,0.8598100543022156,leadership,0.8296141028404236
1532,1532,guns,supplies,0.8648823499679565,weapons,0.842760443687439,food,0.8329829573631287
1171,1171,experiments,training,0.8648074865341187,opinions,0.8409473896026611,supplies,0.832687497138977
1759,1759,internationalrelations,foreign policy,0.8647875189781189,education,0.6673393845558167,mental health,0.6634432673454285
2930,2930,rape,censorship,0.8647703528404236,segregation,0.8556477427482605,housing,0.843102216720581
1717,1717,inexperienced,ups,0.864670991897583,racial,0.8488123416900635,rotation,0.837388813495636
1820,1820,jobsecurity,job satisfaction,0.8646281957626343,job preference,0.8427939414978027,job turnover,0.8422163724899292
1541,1541,handy,yank,0.8646222949028015,brief,0.8538081645965576,orientation,0.8508198857307434
1045,1045,dust,food,0.8646037578582764,supplies,0.8367603421211243,job turnover,0.8025343418121338
3228,3228,shooting,training,0.8644812703132629,orientation,0.8387224674224854,rules,0.8357946276664734
936,936,disability,housing,0.8643816113471985,rotation,0.8385471701622009,rules,0.8338398337364197
1754,1754,interaction,aggression,0.8643596768379211,business,0.8591940402984619,combat,0.8526481986045837
3841,3841,weak,aggression,0.8643569946289062,headquarters,0.8538254499435425,rules,0.8511343598365784
2225,2225,mud,food,0.864331841468811,enemies,0.8485410213470459,housing,0.833572506904602
178,178,anticipation,aggression,0.8642935752868652,sex,0.8432253003120422,training,0.8062103986740112
3038,3038,resources,supplies,0.8642399907112122,opinions,0.8176750540733337,food,0.7980871796607971
2617,2617,permission,duty,0.8641811013221741,rules,0.8482913970947266,training,0.8250041007995605
3470,3470,systems,business,0.8641492128372192,combat,0.8402742743492126,training,0.8321040272712708
1917,1917,lesson,racial,0.8641011118888855,rotation,0.8582814931869507,rules,0.823089599609375
1209,1209,familybusiness,business ownership,0.8640550971031189,civilian skills,0.8068421483039856,equipment,0.7870053052902222
2129,2129,militaryprojects,civilian skills,0.8639252185821533,overseas combat,0.8462141752243042,war industries,0.8455164432525635
2831,2831,prostitute,enemies,0.8639112710952759,housing,0.8529860973358154,training,0.8367568850517273
1774,1774,investment,evaluation,0.863829493522644,recreation,0.8428650498390198,training,0.8398689031600952
1204,1204,fame,headquarters,0.8637300729751587,induction,0.8507053256034851,orientation,0.8505154252052307
3422,3422,student,orientation,0.8636885285377502,rotation,0.8436460494995117,training,0.8405834436416626
1598,1598,hiking,recreation,0.8636322617530823,training,0.8510248064994812,mission,0.8158785700798035
888,888,democracy,morale,0.863614559173584,leadership,0.8327404856681824,segregation,0.8282961249351501
837,837,crowded,ups,0.8636011481285095,yank,0.8590103983879089,rotation,0.8382092714309692
3443,3443,superiors,orientation,0.8635900020599365,ups,0.8600353598594666,headquarters,0.8390924334526062
2089,2089,meditation,training,0.8635029792785645,food,0.8469727635383606,combat stress,0.8313313722610474
2131,2131,militaryservice,service personnel,0.8635028600692749,further service,0.7844341993331909,overseas combat,0.7598282098770142
1186,1186,factory,headquarters,0.8634863495826721,orientation,0.8389713168144226,training,0.8378338813781738
816,816,cotton,housing,0.8634824156761169,orientation,0.8240153789520264,rotation,0.8218205571174622
326,326,badfood,food,0.8633785843849182,limited assignments,0.8076604604721069,pacific toughness,0.8044244050979614
3588,3588,transportation,housing,0.8633646368980408,recreation,0.8446298241615295,supplies,0.8032282590866089
1012,1012,doubt,aggression,0.8633387684822083,enemies,0.8422189354896545,food,0.8162397742271423
2809,2809,processes,opinions,0.863310694694519,training,0.8457249402999878,rules,0.8405188918113708
2047,2047,marines,veterans,0.8632339239120483,headquarters,0.8544172048568726,officers,0.8493171334266663
716,716,combattroops,infantry,0.863226056098938,overseas combat,0.8540827035903931,service personnel,0.8319470882415771
1979,1979,logic,rules,0.8631569147109985,evaluation,0.860611081123352,opinions,0.8539405465126038
2525,2525,orders,headquarters,0.8630867600440979,training,0.8434103727340698,mission,0.8216731548309326
1374,1374,friction,efficiency,0.8628851771354675,rotation,0.8477632403373718,segregation,0.8367422223091125
2595,2595,patriotic,orientation,0.8627411723136902,postwar,0.8530036807060242,recreation,0.8480327725410461
772,772,condition,rules,0.8627076148986816,efficiency,0.8286573886871338,racial,0.8093526363372803
435,435,blame,aggression,0.8627048134803772,duty,0.853223443031311,yank,0.8477977514266968
3223,3223,shipped,training,0.8625465035438538,rotation,0.8587138652801514,supplies,0.837371289730072
2438,2438,nurses,doctors,0.8625101447105408,officers,0.858853280544281,veterans,0.821196973323822
2834,2834,proud,duty,0.862501859664917,homefront,0.8348202705383301,soldier deposits,0.8255459666252136
2004,2004,loyal,ups,0.8624839186668396,enemies,0.8551787734031677,rotation,0.8517260551452637
3026,3026,request,mission,0.8624722361564636,name,0.847795307636261,rules,0.8347175717353821
2722,2722,postwararmy,postwar expectations,0.8624297976493835,postwar opportunities,0.8401809930801392,postwar world,0.838576078414917
2515,2515,opportunity,adjustment,0.8624228239059448,aggression,0.8529263734817505,duty,0.8350957036018372
249,249,armyprivate,army living,0.8623610734939575,enlisted,0.8330492377281189,service personnel,0.806849479675293
920,920,development,housing,0.8623320460319519,training,0.8591207265853882,supplies,0.803951621055603
3570,3570,tradition,headquarters,0.8623127937316895,rules,0.8579177260398865,orientation,0.8529557585716248
1527,1527,guardhouse,mess hall,0.8622426986694336,rec centers,0.8109626173973083,military police,0.7902696132659912
159,159,americanspirit,pacific toughness,0.8622346520423889,gi bill,0.800960123538971,length of war,0.7941637635231018
3797,3797,wareffort,war industries,0.8621928095817566,overseas combat,0.8116434812545776,war bonds,0.8097746968269348
2966,2966,recruit,training,0.8621846437454224,orientation,0.8477120995521545,mission,0.8385477066040039
3362,3362,standards,rules,0.8621557354927063,training,0.8458849787712097,opinions,0.839308500289917
63,63,adequate,brief,0.8619236350059509,racial,0.8588700294494629,orientation,0.8515931963920593
434,434,blacksoldiers,blacks,0.8618928790092468,soldier deposits,0.8397086262702942,war bonds,0.820304811000824
3105,3105,sacrifices,supplies,0.8618759512901306,enemies,0.851128101348877,savings,0.8454442620277405
309,309,autonomy,leadership,0.8618699908256531,morale,0.8599202036857605,opinions,0.8487146496772766
866,866,decision,opinions,0.8618519306182861,rules,0.8572741150856018,evaluation,0.8401622176170349
3794,3794,warcritic,war news,0.8618149161338806,war week,0.8394991159439087,combat stress,0.8204944729804993
1648,1648,hunt,ups,0.8617544174194336,yank,0.847157895565033,rules,0.8177556991577148
499,499,brothel,censorship,0.8617051243782043,food,0.8300985097885132,headquarters,0.821698784828186
3317,3317,solidersvalue,goldbricking,0.8616819381713867,pacific toughness,0.8349621295928955,program preferences,0.8255566358566284
1624,1624,honeymoon,aggression,0.8616659045219421,homefront,0.8572827577590942,orientation,0.8500627279281616
383,383,betrayal,aggression,0.861626923084259,enemies,0.8452978730201721,sex,0.8166028261184692
1572,1572,healthcare,housing,0.8615061640739441,recreation,0.8602079749107361,headquarters,0.8473573923110962
3369,3369,startup,training,0.8614667654037476,rotation,0.8552308678627014,homefront,0.8475297093391418
3137,3137,saving,rotation,0.861461341381073,training,0.8596088886260986,orientation,0.8511448502540588
3486,3486,tasking,job evaluation,0.8613532185554504,training,0.8432323932647705,fighting facts,0.8237158060073853
433,433,blacksoldier,soldier deposits,0.8613390922546387,gi bill,0.8010713458061218,pacific toughness,0.792085587978363
2280,2280,newbusiness,business,0.861138641834259,fighting facts,0.8265258073806763,pacific toughness,0.810067892074585
554,554,capitalism,censorship,0.8610991835594177,segregation,0.8585686087608337,morale,0.8396763205528259
2466,2466,officerstandards,civilian skills,0.861022412776947,officer training,0.8549003005027771,officers,0.8175662159919739
3602,3602,treatment,censorship,0.861011803150177,conversion,0.8537939190864563,training,0.8424032330513
3163,3163,selection,induction,0.8609946966171265,orientation,0.8591975569725037,rotation,0.8488830327987671
3280,3280,sob,ups,0.860961377620697,yank,0.8154487013816833,rules,0.7911747097969055
2568,2568,paint,training,0.8608834147453308,housing,0.8417804837226868,orientation,0.8385327458381653
1830,1830,joke,name,0.8608363270759583,yank,0.8600465655326843,rules,0.8450120687484741
167,167,anger,aggression,0.860766589641571,combat stress,0.7961322665214539,enemies,0.7909969687461853
1670,1670,illness,censorship,0.8607384562492371,conscription,0.819987952709198,opinions,0.8122262358665466
3127,3127,sanitary,orientation,0.8607197403907776,rotation,0.8394125699996948,training,0.8343178629875183
900,900,deployment,training,0.8606275916099548,overseas combat,0.8571831583976746,orientation,0.8322762250900269
3056,3056,return,returnees,0.860569953918457,rotation,0.7893971800804138,orientation,0.7661457657814026
883,883,delays,censorship,0.8605209589004517,supplies,0.8269460797309875,opinions,0.8066255450248718
3503,3503,technology,business,0.8604886531829834,courses,0.8014801740646362,training,0.7968435287475586
1217,1217,farm,headquarters,0.8604595065116882,housing,0.8439433574676514,mission,0.8415781259536743
3115,3115,salty,food,0.8604261875152588,brief,0.826136589050293,headquarters,0.820482611656189
2021,2021,maintenance,equipment,0.8603957295417786,housing,0.8473843336105347,supplies,0.8326119184494019
2218,2218,movie,films,0.8603558540344238,entertainment,0.7449864745140076,name,0.7430098056793213
2073,2073,medicalattention,medical care,0.860305905342102,patient care,0.8205404281616211,rec centers,0.7674129009246826
477,477,breaks,rules,0.8600882887840271,supplies,0.8420360684394836,rations,0.8188014030456543
1908,1908,legalopportunities,civilian skills,0.8600538372993469,postwar opportunities,0.8362056016921997,morale program,0.8306607007980347
217,217,armyexperience,army living,0.8600251078605652,civilian skills,0.8447577357292175,overseas combat,0.8422122001647949
2608,2608,peaceful,aggression,0.8598769307136536,brief,0.8561108708381653,headquarters,0.8514092564582825
3055,3055,retreat,surrender,0.8596557974815369,mission,0.8090395927429199,training,0.8040958046913147
2564,2564,pack,headquarters,0.8595901131629944,rules,0.8501047492027283,mission,0.8353620171546936
43,43,abandonment,aggression,0.859565794467926,segregation,0.8563339710235596,conversion,0.834368884563446
2276,2276,neutral,orientation,0.859522819519043,rotation,0.8389616012573242,ups,0.821820080280304
3526,3526,thesoldier,soldier deposits,0.8594931364059448,job turnover,0.7879585027694702,training,0.7677764296531677
2847,2847,punishment,aggression,0.859473466873169,duty,0.8399432301521301,food,0.8341791033744812
3389,3389,steamed,orientation,0.8594117760658264,rotation,0.8529656529426575,racial,0.8265030980110168
3767,3767,vision,training,0.8593919277191162,mission,0.8540143370628357,orientation,0.8452335596084595
1529,1529,gun,headquarters,0.859373927116394,yank,0.8527777791023254,rules,0.827582836151123
3108,3108,sadness,aggression,0.8592785000801086,food,0.8489072322845459,savings,0.8352620005607605
3022,3022,replacements,rules,0.8592376708984375,ups,0.857097327709198,rotation,0.8471297025680542
1147,1147,ethics,opinions,0.8592177033424377,rules,0.8350464701652527,morale,0.8253916501998901
69,69,advancement,discipline,0.8591940402984619,induction,0.8485440015792847,orientation,0.8410733938217163
2211,2211,motion,rotation,0.8591541647911072,training,0.8537933826446533,duty,0.8372091054916382
3784,3784,waitinglines,fighting facts,0.8591228723526001,soldier deposits,0.8253343105316162,training,0.8050050735473633
1886,1886,leader,leadership,0.8590396046638489,mission,0.8073822259902954,name,0.8043198585510254
600,600,chef,ups,0.8590118885040283,rotation,0.844977617263794,training,0.8384919166564941
231,231,armymanagement,army insurance,0.8589919209480286,civilian skills,0.8563829660415649,combat stress,0.8384342789649963
1742,1742,institutional,orientation,0.8589674234390259,rotation,0.8396857380867004,racial,0.8295932412147522
2514,2514,opportunities,postwar opportunities,0.8588964343070984,efficiency,0.8422226905822754,opinions,0.8311402797698975
3069,3069,revenge,aggression,0.8588553667068481,fighting facts,0.838091254234314,enemies,0.8278518915176392
189,189,appointment,orientation,0.8587929606437683,induction,0.833904504776001,rotation,0.8268757462501526
3416,3416,stronger,aggression,0.8587917685508728,enemies,0.8438054919242859,orientation,0.8314239382743835
322,322,backwards,aggression,0.8587542772293091,orientation,0.8550099730491638,yank,0.8547009229660034
2787,2787,prison,barracks,0.8586267828941345,censorship,0.8538423776626587,headquarters,0.8452215790748596
463,463,boston,honolulu,0.8584921956062317,headquarters,0.793907105922699,brief,0.7749886512756348
2210,2210,mothers,duty,0.8584663271903992,enemies,0.8515486121177673,training,0.8332432508468628
1794,1794,jealous,aggression,0.8583609461784363,yank,0.8429277539253235,ups,0.8365691900253296
1192,1192,faint,brief,0.8583508729934692,headquarters,0.812041163444519,training,0.8023223876953125
1164,1164,exercise,training,0.8583299517631531,recreation,0.8325872421264648,rules,0.8014084100723267
2178,2178,money,food,0.8583053350448608,rules,0.8522297143936157,sex,0.8313124775886536
2521,2521,options,adjustment,0.8582102656364441,savings,0.8543723821640015,supplies,0.8478243947029114
2968,2968,recruits,veterans,0.8582094311714172,supplies,0.831763505935669,conscription,0.8201562166213989
2550,2550,overseas,headquarters,0.8581831455230713,overseas combat,0.8494833707809448,mission,0.8276770710945129
2826,2826,promoting,training,0.8581458330154419,housing,0.8267600536346436,rotation,0.8258666396141052
2518,2518,opticalwork,equipment,0.8581113219261169,separation centers,0.816699743270874,officer training,0.7936605215072632
1443,1443,girls,men,0.8580999374389648,women,0.8419659733772278,enlisted,0.6093315482139587
646,646,civiliansdon,civilian skills,0.8580106496810913,soldier deposits,0.8483430743217468,war bonds,0.8280728459358215
492,492,broke,ups,0.8580071926116943,rotation,0.8430703282356262,rules,0.8329727649688721
2692,2692,poorfood,food,0.8579661250114441,job preference,0.8211635947227478,limited assignments,0.801811695098877
2951,2951,realistic,orientation,0.8579023480415344,efficiency,0.8431662321090698,combat,0.8406068086624146
3403,3403,strain,rotation,0.8579015731811523,racial,0.8113372325897217,ups,0.8085799813270569
757,757,competitive,discipline,0.8578653335571289,racial,0.8528581261634827,rules,0.8457264304161072
832,832,crime,censorship,0.8577730655670166,business,0.847895085811615,combat,0.8461899757385254
1442,1442,girlfriend,enemies,0.8576608300209045,orientation,0.8572585582733154,rotation,0.8429272174835205
2122,2122,militaryeducation,officer training,0.8575933575630188,education,0.8174336552619934,military police,0.8135876655578613
2998,2998,relationship,aggression,0.8575767278671265,orientation,0.8546543717384338,training,0.8464241027832031
1079,1079,eligibility,mission,0.8575592637062073,rules,0.8562350869178772,orientation,0.8430497646331787
3421,3421,stuck,ups,0.8575044274330139,rules,0.8476036190986633,yank,0.8446014523506165
2441,2441,objections,opinions,0.8574024438858032,supplies,0.8223347663879395,recreation,0.8118839859962463
613,613,china,japan,0.8573198318481445,honolulu,0.7948411703109741,headquarters,0.7808812856674194
1957,1957,liquor,food,0.8573176860809326,supplies,0.8439130783081055,headquarters,0.8230473399162292
3333,3333,space,food,0.8572341203689575,orientation,0.8570920825004578,rotation,0.8535683751106262
1891,1891,leadershipchange,leadership,0.8572297096252441,retraining,0.7788196206092834,preparedness,0.7378002405166626
934,934,dirtyuniform,soldier deposits,0.8571903705596924,job preference,0.8433752655982971,fighting facts,0.8328683972358704
1478,1478,goods,clothing,0.8571810126304626,food,0.8552732467651367,supplies,0.8449836373329163
2846,2846,pullingstrings,fighting facts,0.8571617007255554,limited assignments,0.7905852794647217,soldier deposits,0.7804757952690125
184,184,anyjob,job turnover,0.857151985168457,limited assignments,0.8116673231124878,soldier deposits,0.765347957611084
462,462,boss,yank,0.857097327709198,headquarters,0.8228321671485901,mission,0.8116281628608704
1585,1585,hero,enemies,0.8570873141288757,soldier deposits,0.8423681855201721,mission,0.8320452570915222
2899,2899,racism,segregation,0.8570104241371155,minorities,0.7986415028572083,morale,0.7945178747177124
2578,2578,parents,headquarters,0.8568354845046997,name,0.8367961645126343,doctors,0.811543345451355
1752,1752,intelligent,efficiency,0.8568069934844971,rotation,0.8478444814682007,ups,0.8411131501197815
51,51,abused,aggression,0.856805145740509,enemies,0.852216362953186,ups,0.8397876024246216
765,765,comrades,allies,0.8567663431167603,headquarters,0.8558040261268616,soldier deposits,0.8208708167076111
1369,1369,freedoms,attitudes,0.8567410707473755,racial,0.8540976047515869,rotation,0.8493953943252563
2565,2565,packages,program preferences,0.8567131161689758,supplies,0.8505505323410034,training,0.8412862420082092
1856,1856,knowledge,efficiency,0.8566457033157349,opinions,0.8268840909004211,training,0.8248319029808044
880,880,delay,censorship,0.8565484881401062,conversion,0.8514118194580078,rotation,0.844292938709259
